循环号,充电容量(Ah),放电容量(Ah),文件名
84,3.1052,3.1031,240081-2-5-48.xlsx
85,3.1056,3.1044,240081-2-5-48.xlsx
86,3.1048,3.1031,240081-2-5-48.xlsx
87,3.1016,3.0995,240081-2-5-48.xlsx
88,3.0976,3.0946,240081-2-5-48.xlsx
89,3.0904,3.0878,240081-2-5-48.xlsx
90,3.0876,3.0864,240081-2-5-48.xlsx
91,3.0879,3.086,240081-2-5-48.xlsx
92,3.091,3.0905,240081-2-5-48.xlsx
93,3.0901,3.0877,240081-2-5-48.xlsx
94,3.0835,3.0811,240081-2-5-48.xlsx
95,3.0807,3.0785,240081-2-5-48.xlsx
96,3.0774,3.0759,240081-2-5-48.xlsx
97,3.0834,3.0839,240081-2-5-48.xlsx
98,3.0828,3.0799,240081-2-5-48.xlsx
99,3.0746,3.0714,240081-2-5-48.xlsx
100,3.0689,3.0661,240081-2-5-48.xlsx
101,3.0639,3.0616,240081-2-5-48.xlsx
102,3.0629,3.0614,240081-2-5-48.xlsx
103,3.062,3.0603,240081-2-5-48.xlsx
104,3.0586,3.0561,240081-2-5-48.xlsx
105,3.0532,3.0506,240081-2-5-48.xlsx
106,3.0488,3.0471,240081-2-5-48.xlsx
107,3.0459,3.0434,240081-2-5-48.xlsx
108,3.0425,3.0402,240081-2-5-48.xlsx
109,3.0411,3.0388,240081-2-5-48.xlsx
110,3.0374,3.0359,240081-2-5-48.xlsx
111,3.0354,3.0333,240081-2-5-48.xlsx
112,3.0323,3.0297,240081-2-5-48.xlsx
113,3.0298,3.028,240081-2-5-48.xlsx
114,3.0258,3.0233,240081-2-5-48.xlsx
115,3.0222,3.0196,240081-2-5-48.xlsx
116,3.019,3.017,240081-2-5-48.xlsx
117,3.0156,3.0136,240081-2-5-48.xlsx
118,3.0128,3.0106,240081-2-5-48.xlsx
119,3.0115,3.0097,240081-2-5-48.xlsx
120,3.0091,3.0067,240081-2-5-48.xlsx
121,3.004,3.0023,240081-2-5-48.xlsx
122,3.0034,3.0015,240081-2-5-48.xlsx
123,3.0006,2.9982,240081-2-5-48.xlsx
124,2.9949,2.992,240081-2-5-48.xlsx
125,2.9921,2.9902,240081-2-5-48.xlsx
126,2.988,2.9851,240081-2-5-48.xlsx
127,2.9855,2.9839,240081-2-5-48.xlsx
128,2.9816,2.9799,240081-2-5-48.xlsx
129,2.9807,2.9778,240081-2-5-48.xlsx
130,2.9772,2.9758,240081-2-5-48.xlsx
131,2.9764,2.9742,240081-2-5-48.xlsx
132,2.9714,2.9694,240081-2-5-48.xlsx
133,2.9666,2.9641,240081-2-5-48.xlsx
134,2.9639,2.9616,240081-2-5-48.xlsx
135,2.9619,2.9606,240081-2-5-48.xlsx
136,2.9629,2.9617,240081-2-5-48.xlsx
137,2.9603,2.9576,240081-2-5-48.xlsx
138,2.9536,2.9511,240081-2-5-48.xlsx
139,2.9498,2.9489,240081-2-5-48.xlsx
140,2.9501,2.947,240081-2-5-48.xlsx
141,2.9464,2.9453,240081-2-5-48.xlsx
142,2.9465,2.9447,240081-2-5-48.xlsx
143,2.9415,2.9391,240081-2-5-48.xlsx
144,2.9371,2.9355,240081-2-5-48.xlsx
145,2.9342,2.9318,240081-2-5-48.xlsx
146,2.9365,2.9355,240081-2-5-48.xlsx
147,2.9366,2.9342,240081-2-5-48.xlsx
148,2.933,2.9305,240081-2-5-48.xlsx
149,2.9276,2.9253,240081-2-5-48.xlsx
150,2.9219,2.9201,240081-2-5-48.xlsx
151,2.9235,2.9239,240081-2-5-48.xlsx
152,2.9269,2.9262,240081-2-5-48.xlsx
153,2.9219,2.9175,240081-2-5-48.xlsx
154,2.9117,2.9101,240081-2-5-48.xlsx
155,2.9107,2.9085,240081-2-5-48.xlsx
156,2.9105,2.9102,240081-2-5-48.xlsx
157,2.9227,2.9237,240081-2-5-48.xlsx
158,2.9214,2.9205,240081-2-5-48.xlsx
159,2.914,2.9105,240081-2-5-48.xlsx
160,2.9083,2.9064,240081-2-5-48.xlsx
161,2.9039,2.903,240081-2-5-48.xlsx
162,2.9143,2.9171,240081-2-5-48.xlsx
163,2.9174,2.9146,240081-2-5-48.xlsx
164,2.9078,2.9052,240081-2-5-48.xlsx
165,2.8944,2.8912,240081-2-5-48.xlsx
166,2.8904,2.8881,240081-2-5-48.xlsx
167,2.8863,2.8864,240081-2-5-48.xlsx
168,2.8948,2.8932,240081-2-5-48.xlsx
169,2.8882,2.8864,240081-2-5-48.xlsx
170,2.8829,2.8792,240081-2-5-48.xlsx
171,2.8707,2.8675,240081-2-5-48.xlsx
172,2.8643,2.8621,240081-2-5-48.xlsx
173,2.8625,2.8613,240081-2-5-48.xlsx
174,2.8692,2.87,240081-2-5-48.xlsx
175,2.8614,2.8579,240081-2-5-48.xlsx
176,2.855,2.8526,240081-2-5-48.xlsx
177,2.8519,2.8498,240081-2-5-48.xlsx
178,2.8494,2.8489,240081-2-5-48.xlsx
179,2.8521,2.8509,240081-2-5-48.xlsx
180,2.8463,2.8427,240081-2-5-48.xlsx
181,2.8355,2.8324,240081-2-5-48.xlsx
182,2.8303,2.8272,240081-2-5-48.xlsx
183,2.8279,2.827,240081-2-5-48.xlsx
184,2.8365,2.8381,240081-2-5-48.xlsx
185,2.842,2.84,240081-2-5-48.xlsx
186,2.8331,2.8301,240081-2-5-48.xlsx
187,2.826,2.8234,240081-2-5-48.xlsx
188,2.8256,2.8261,240081-2-5-48.xlsx
189,2.8344,2.8363,240081-2-5-48.xlsx
190,2.8409,2.837,240081-2-5-48.xlsx
191,2.8275,2.8245,240081-2-5-48.xlsx
192,2.8192,2.8168,240081-2-5-48.xlsx
193,2.8127,2.8101,240081-2-5-48.xlsx
194,2.8227,2.8282,240081-2-5-48.xlsx
195,2.8376,2.8332,240081-2-5-48.xlsx
196,2.8176,2.8162,240081-2-5-48.xlsx
197,2.8163,2.8134,240081-2-5-48.xlsx
198,2.8113,2.8097,240081-2-5-48.xlsx
199,2.8171,2.8193,240081-2-5-48.xlsx
200,2.8349,2.8377,240081-2-5-48.xlsx
201,2.8297,2.8225,240081-2-5-48.xlsx
202,2.8112,2.8092,240081-2-5-48.xlsx
203,2.8039,2.8021,240081-2-5-48.xlsx
204,2.8012,2.8013,240081-2-5-48.xlsx
205,2.8123,2.8127,240081-2-5-48.xlsx
206,2.8147,2.8138,240081-2-5-48.xlsx
207,2.7995,2.7952,240081-2-5-48.xlsx
208,2.7869,2.7831,240081-2-5-48.xlsx
209,2.7842,2.7843,240081-2-5-48.xlsx
210,2.795,2.7982,240081-2-5-48.xlsx
211,2.8148,2.8129,240081-2-5-48.xlsx
212,2.785,2.7793,240081-2-5-48.xlsx
213,2.7738,2.7716,240081-2-5-48.xlsx
214,2.7686,2.7668,240081-2-5-48.xlsx
215,2.7811,2.7836,240081-2-5-48.xlsx
216,2.792,2.7936,240081-2-5-48.xlsx
217,2.7843,2.779,240081-2-5-48.xlsx
218,2.7636,2.7598,240081-2-5-48.xlsx
219,2.762,2.7604,240081-2-5-48.xlsx
220,2.7688,2.7706,240081-2-5-48.xlsx
221,2.7823,2.7826,240081-2-5-48.xlsx
222,2.7782,2.7766,240081-2-5-48.xlsx
223,2.7566,2.7516,240081-2-5-48.xlsx
224,2.751,2.749,240081-2-5-48.xlsx
225,2.7531,2.7532,240081-2-5-48.xlsx
226,2.7638,2.7684,240081-2-5-48.xlsx
227,2.7734,2.7721,240081-2-5-48.xlsx
228,2.7553,2.7477,240081-2-5-48.xlsx
229,2.7455,2.7442,240081-2-5-48.xlsx
230,2.7423,2.7418,240081-2-5-48.xlsx
231,2.7544,2.7572,240081-2-5-48.xlsx
232,2.7554,2.7517,240081-2-5-48.xlsx
233,2.7416,2.7372,240081-2-5-48.xlsx
234,2.7307,2.7291,240081-2-5-48.xlsx
235,2.7265,2.7252,240081-2-5-48.xlsx
236,2.7291,2.7298,240081-2-5-48.xlsx
237,2.7341,2.733,240081-2-5-48.xlsx
238,2.726,2.7218,240081-2-5-48.xlsx
239,2.7146,2.7125,240081-2-5-48.xlsx
240,2.7117,2.7092,240081-2-5-48.xlsx
241,2.7088,2.7069,240081-2-5-48.xlsx
242,2.7089,2.7075,240081-2-5-48.xlsx
243,2.7038,2.701,240081-2-5-48.xlsx
244,2.6966,2.6942,240081-2-5-48.xlsx
245,2.6924,2.6896,240081-2-5-48.xlsx
246,2.6905,2.6895,240081-2-5-48.xlsx
247,2.6901,2.6891,240081-2-5-48.xlsx
248,2.6834,2.679,240081-2-5-48.xlsx
249,2.6787,2.6775,240081-2-5-48.xlsx
250,2.6776,2.6754,240081-2-5-48.xlsx
251,2.6763,2.6764,240081-2-5-48.xlsx
252,2.6813,2.6808,240081-2-5-48.xlsx
253,2.683,2.6817,240081-2-5-48.xlsx
254,2.6763,2.6737,240081-2-5-48.xlsx
255,2.6711,2.6682,240081-2-5-48.xlsx
256,2.6714,2.6724,240081-2-5-48.xlsx
257,2.683,2.6849,240081-2-5-48.xlsx
258,2.6946,2.6937,240081-2-5-48.xlsx
259,2.6798,2.6771,240081-2-5-48.xlsx
260,2.6752,2.6731,240081-2-5-48.xlsx
261,2.6718,2.6708,240081-2-5-48.xlsx
262,2.669,2.6665,240081-2-5-48.xlsx
263,2.6661,2.6663,240081-2-5-48.xlsx
264,2.6651,2.6608,240081-2-5-48.xlsx
265,2.6581,2.6564,240081-2-5-48.xlsx
266,2.6567,2.6564,240081-2-5-48.xlsx
267,2.674,2.6747,240081-2-5-48.xlsx
268,2.6669,2.6641,240081-2-5-48.xlsx
269,2.6512,2.6473,240081-2-5-48.xlsx
270,2.6425,2.6398,240081-2-5-48.xlsx
271,2.6379,2.6362,240081-2-5-48.xlsx
272,2.6372,2.637,240081-2-5-48.xlsx
273,2.6485,2.6483,240081-2-5-48.xlsx
274,2.6383,2.6347,240081-2-5-48.xlsx
275,2.6316,2.6293,240081-2-5-48.xlsx
276,2.6273,2.6265,240081-2-5-48.xlsx
277,2.6425,2.6475,240081-2-5-48.xlsx
278,2.6431,2.6391,240081-2-5-48.xlsx
279,2.6281,2.6217,240081-2-5-48.xlsx
280,2.6184,2.6168,240081-2-5-48.xlsx
281,2.6149,2.6139,240081-2-5-48.xlsx
282,2.636,2.6436,240081-2-5-48.xlsx
283,2.6483,2.6454,240081-2-5-48.xlsx
284,2.6255,2.6203,240081-2-5-48.xlsx
285,2.6209,2.619,240081-2-5-48.xlsx
286,2.6174,2.6157,240081-2-5-48.xlsx
287,2.6288,2.6339,240081-2-5-48.xlsx
288,2.6428,2.6409,240081-2-5-48.xlsx
289,2.6217,2.6142,240081-2-5-48.xlsx
290,2.6067,2.6056,240081-2-5-48.xlsx
291,2.6062,2.6048,240081-2-5-48.xlsx
292,2.6169,2.6177,240081-2-5-48.xlsx
293,2.624,2.6277,240081-2-5-48.xlsx
294,2.6195,2.6174,240081-2-5-48.xlsx
295,2.6154,2.613,240081-2-5-48.xlsx
296,2.6088,2.6058,240081-2-5-48.xlsx
297,2.6077,2.6064,240081-2-5-48.xlsx
298,2.6117,2.6127,240081-2-5-48.xlsx
299,2.6128,2.6095,240081-2-5-48.xlsx
300,2.5957,2.5953,240081-2-5-48.xlsx
301,2.5982,2.5948,240081-2-5-48.xlsx
302,2.5932,2.595,240081-2-5-48.xlsx
303,2.6191,2.6236,240081-2-5-48.xlsx
304,2.6162,2.614,240081-2-5-48.xlsx
305,2.5977,2.5908,240081-2-5-48.xlsx
306,2.585,2.5823,240081-2-5-48.xlsx
307,2.5803,2.5778,240081-2-5-48.xlsx
308,2.5808,2.5835,240081-2-5-48.xlsx
309,2.5978,2.5979,240081-2-5-48.xlsx
310,2.5777,2.5692,240081-2-5-48.xlsx
311,2.5654,2.5637,240081-2-5-48.xlsx
312,2.56,2.559,240081-2-5-48.xlsx
313,2.5591,2.5562,240081-2-5-48.xlsx
314,2.5808,2.5871,240081-2-5-48.xlsx
315,2.5675,2.5603,240081-2-5-48.xlsx
316,2.5537,2.5521,240081-2-5-48.xlsx
317,2.5532,2.5517,240081-2-5-48.xlsx
318,2.5583,2.5591,240081-2-5-48.xlsx
319,2.5769,2.5828,240081-2-5-48.xlsx
320,2.5716,2.5653,240081-2-5-48.xlsx
321,2.5537,2.5496,240081-2-5-48.xlsx
322,2.5479,2.5466,240081-2-5-48.xlsx
323,2.5509,2.5512,240081-2-5-48.xlsx
324,2.5664,2.5688,240081-2-5-48.xlsx
325,2.5591,2.5554,240081-2-5-48.xlsx
326,2.5575,2.5565,240081-2-5-48.xlsx
327,2.5483,2.5464,240081-2-5-48.xlsx
328,2.5518,2.5533,240081-2-5-48.xlsx
329,2.5579,2.5579,240081-2-5-48.xlsx
330,2.5531,2.5481,240081-2-5-48.xlsx
331,2.5304,2.5276,240081-2-5-48.xlsx
332,2.5312,2.5292,240081-2-5-48.xlsx
333,2.5268,2.5245,240081-2-5-48.xlsx
334,2.5259,2.5248,240081-2-5-48.xlsx
335,2.5197,2.5163,240081-2-5-48.xlsx
336,2.5108,2.5081,240081-2-5-48.xlsx
337,2.5077,2.506,240081-2-5-48.xlsx
338,2.5064,2.5073,240081-2-5-48.xlsx
339,2.5265,2.5322,240081-2-5-48.xlsx
340,2.5274,2.5225,240081-2-5-48.xlsx
341,2.5148,2.5107,240081-2-5-48.xlsx
342,2.5028,2.4991,240081-2-5-48.xlsx
343,2.4964,2.4976,240081-2-5-48.xlsx
344,2.5205,2.5279,240081-2-5-48.xlsx
345,2.5401,2.5386,240081-2-5-48.xlsx
346,2.4948,2.4808,240081-2-5-48.xlsx
347,2.4651,2.4578,240081-2-5-48.xlsx
348,2.4559,2.4543,240081-2-5-48.xlsx
349,2.4646,2.4667,240081-2-5-48.xlsx
350,2.4777,2.4762,240081-2-5-48.xlsx
351,2.4848,2.4881,240081-2-5-48.xlsx
352,2.4933,2.4945,240081-2-5-48.xlsx
353,2.4951,2.4946,240081-2-5-48.xlsx
354,2.4933,2.4945,240081-2-5-48.xlsx
355,2.4832,2.4733,240081-2-5-48.xlsx
356,2.455,2.4569,240081-2-5-48.xlsx
357,2.4828,2.4839,240081-2-5-48.xlsx
358,2.483,2.4838,240081-2-5-48.xlsx
359,2.4982,2.5037,240081-2-5-48.xlsx
360,2.5166,2.5176,240081-2-5-48.xlsx
361,2.505,2.4999,240081-2-5-48.xlsx
362,2.4953,2.4936,240081-2-5-48.xlsx
363,2.4903,2.4896,240081-2-5-48.xlsx
364,2.4994,2.5025,240081-2-5-48.xlsx
365,2.5096,2.5121,240081-2-5-48.xlsx
366,2.507,2.5033,240081-2-5-48.xlsx
367,2.4967,2.4946,240081-2-5-48.xlsx
368,2.4904,2.4881,240081-2-5-48.xlsx
369,2.4886,2.4897,240081-2-5-48.xlsx
370,2.5065,2.5091,240081-2-5-48.xlsx
371,2.4977,2.4939,240081-2-5-48.xlsx
372,2.4842,2.4815,240081-2-5-48.xlsx
373,2.4829,2.4815,240081-2-5-48.xlsx
374,2.4784,2.4758,240081-2-5-48.xlsx
375,2.4715,2.4706,240081-2-5-48.xlsx
376,2.4728,2.471,240081-2-5-48.xlsx
377,2.4647,2.4632,240081-2-5-48.xlsx
378,2.4638,2.4626,240081-2-5-48.xlsx
379,2.4608,2.4585,240081-2-5-48.xlsx
380,2.4581,2.4572,240081-2-5-48.xlsx
381,2.4641,2.4642,240081-2-5-48.xlsx
382,2.4545,2.4514,240081-2-5-48.xlsx
383,2.4534,2.4524,240081-2-5-48.xlsx
384,2.4476,2.4688,240081-2-5-48.xlsx
385,2.4495,2.4263,240081-2-5-48.xlsx
386,2.4239,2.4165,240081-2-5-48.xlsx
387,2.4143,2.4107,240081-2-5-48.xlsx
388,2.411,2.4082,240081-2-5-48.xlsx
389,2.4075,2.4052,240081-2-5-48.xlsx
