循环号,充电容量(Ah),放电容量(Ah),文件名
178,2.8046,2.8021,240081-2-2-48.xlsx
179,2.8,2.7974,240081-2-2-48.xlsx
180,2.797,2.7952,240081-2-2-48.xlsx
181,2.7947,2.7926,240081-2-2-48.xlsx
182,2.7945,2.7941,240081-2-2-48.xlsx
183,2.7958,2.7932,240081-2-2-48.xlsx
184,2.7818,2.7788,240081-2-2-48.xlsx
185,2.7779,2.7757,240081-2-2-48.xlsx
186,2.7756,2.7737,240081-2-2-48.xlsx
187,2.7753,2.7748,240081-2-2-48.xlsx
188,2.7854,2.7852,240081-2-2-48.xlsx
189,2.7829,2.7806,240081-2-2-48.xlsx
190,2.7757,2.773,240081-2-2-48.xlsx
191,2.7694,2.7674,240081-2-2-48.xlsx
192,2.7705,2.7705,240081-2-2-48.xlsx
193,2.7791,2.78,240081-2-2-48.xlsx
194,2.7843,2.7821,240081-2-2-48.xlsx
195,2.7728,2.77,240081-2-2-48.xlsx
196,2.7647,2.7621,240081-2-2-48.xlsx
197,2.7571,2.7554,240081-2-2-48.xlsx
198,2.7631,2.7633,240081-2-2-48.xlsx
199,2.7816,2.7826,240081-2-2-48.xlsx
200,2.7656,2.7618,240081-2-2-48.xlsx
201,2.764,2.7621,240081-2-2-48.xlsx
202,2.7562,2.7544,240081-2-2-48.xlsx
203,2.7547,2.7542,240081-2-2-48.xlsx
204,2.7671,2.7679,240081-2-2-48.xlsx
205,2.7803,2.7814,240081-2-2-48.xlsx
206,2.763,2.7595,240081-2-2-48.xlsx
207,2.7534,2.7502,240081-2-2-48.xlsx
208,2.7468,2.7445,240081-2-2-48.xlsx
209,2.7446,2.7444,240081-2-2-48.xlsx
210,2.7566,2.7564,240081-2-2-48.xlsx
211,2.7601,2.7595,240081-2-2-48.xlsx
212,2.7449,2.741,240081-2-2-48.xlsx
213,2.7326,2.7294,240081-2-2-48.xlsx
214,2.7249,2.7237,240081-2-2-48.xlsx
215,2.7342,2.7348,240081-2-2-48.xlsx
216,2.7495,2.7517,240081-2-2-48.xlsx
217,2.7405,2.7352,240081-2-2-48.xlsx
218,2.7193,2.7164,240081-2-2-48.xlsx
219,2.7149,2.713,240081-2-2-48.xlsx
220,2.7112,2.7116,240081-2-2-48.xlsx
221,2.7314,2.7318,240081-2-2-48.xlsx
222,2.7406,2.7406,240081-2-2-48.xlsx
223,2.7243,2.7193,240081-2-2-48.xlsx
224,2.7052,2.7031,240081-2-2-48.xlsx
225,2.7041,2.7028,240081-2-2-48.xlsx
226,2.7104,2.7112,240081-2-2-48.xlsx
227,2.7205,2.7202,240081-2-2-48.xlsx
228,2.7199,2.7198,240081-2-2-48.xlsx
229,2.7064,2.7017,240081-2-2-48.xlsx
230,2.6952,2.693,240081-2-2-48.xlsx
231,2.6918,2.6907,240081-2-2-48.xlsx
232,2.704,2.7056,240081-2-2-48.xlsx
233,2.723,2.7256,240081-2-2-48.xlsx
234,2.7159,2.7118,240081-2-2-48.xlsx
235,2.6896,2.6856,240081-2-2-48.xlsx
236,2.6876,2.6858,240081-2-2-48.xlsx
237,2.6857,2.6847,240081-2-2-48.xlsx
238,2.6988,2.7002,240081-2-2-48.xlsx
239,2.6963,2.6938,240081-2-2-48.xlsx
240,2.6863,2.6815,240081-2-2-48.xlsx
241,2.6732,2.6725,240081-2-2-48.xlsx
242,2.6706,2.6688,240081-2-2-48.xlsx
243,2.6755,2.6756,240081-2-2-48.xlsx
244,2.6812,2.6803,240081-2-2-48.xlsx
245,2.6703,2.6682,240081-2-2-48.xlsx
246,2.6589,2.6556,240081-2-2-48.xlsx
247,2.6565,2.6547,240081-2-2-48.xlsx
248,2.6522,2.6507,240081-2-2-48.xlsx
249,2.6501,2.6488,240081-2-2-48.xlsx
250,2.6506,2.6492,240081-2-2-48.xlsx
251,2.6458,2.6432,240081-2-2-48.xlsx
252,2.6387,2.637,240081-2-2-48.xlsx
253,2.6347,2.6326,240081-2-2-48.xlsx
254,2.6325,2.6322,240081-2-2-48.xlsx
255,2.6366,2.6351,240081-2-2-48.xlsx
256,2.6308,2.6279,240081-2-2-48.xlsx
257,2.622,2.6204,240081-2-2-48.xlsx
258,2.6228,2.6214,240081-2-2-48.xlsx
259,2.6197,2.6186,240081-2-2-48.xlsx
260,2.6248,2.6247,240081-2-2-48.xlsx
261,2.6272,2.6258,240081-2-2-48.xlsx
262,2.6248,2.6244,240081-2-2-48.xlsx
263,2.6195,2.6175,240081-2-2-48.xlsx
264,2.6147,2.6126,240081-2-2-48.xlsx
265,2.6209,2.6216,240081-2-2-48.xlsx
266,2.6282,2.6298,240081-2-2-48.xlsx
267,2.6401,2.6389,240081-2-2-48.xlsx
268,2.6243,2.6218,240081-2-2-48.xlsx
269,2.6205,2.6188,240081-2-2-48.xlsx
270,2.6169,2.6156,240081-2-2-48.xlsx
271,2.6223,2.6199,240081-2-2-48.xlsx
272,2.6134,2.6129,240081-2-2-48.xlsx
273,2.6064,2.6054,240081-2-2-48.xlsx
274,2.6043,2.6021,240081-2-2-48.xlsx
275,2.6023,2.601,240081-2-2-48.xlsx
276,2.6052,2.6066,240081-2-2-48.xlsx
277,2.6176,2.619,240081-2-2-48.xlsx
278,2.6092,2.6046,240081-2-2-48.xlsx
279,2.5934,2.5905,240081-2-2-48.xlsx
280,2.5879,2.5853,240081-2-2-48.xlsx
281,2.5833,2.5816,240081-2-2-48.xlsx
282,2.5831,2.5828,240081-2-2-48.xlsx
283,2.5921,2.5928,240081-2-2-48.xlsx
284,2.5884,2.5851,240081-2-2-48.xlsx
285,2.5794,2.5771,240081-2-2-48.xlsx
286,2.574,2.5719,240081-2-2-48.xlsx
287,2.5772,2.5787,240081-2-2-48.xlsx
288,2.5959,2.5957,240081-2-2-48.xlsx
289,2.5836,2.5806,240081-2-2-48.xlsx
290,2.5658,2.5624,240081-2-2-48.xlsx
291,2.5639,2.5614,240081-2-2-48.xlsx
292,2.561,2.5611,240081-2-2-48.xlsx
293,2.589,2.5945,240081-2-2-48.xlsx
294,2.5912,2.589,240081-2-2-48.xlsx
295,2.5713,2.5663,240081-2-2-48.xlsx
296,2.5664,2.5646,240081-2-2-48.xlsx
297,2.5629,2.5608,240081-2-2-48.xlsx
298,2.5661,2.569,240081-2-2-48.xlsx
299,2.5896,2.5902,240081-2-2-48.xlsx
300,2.5739,2.5699,240081-2-2-48.xlsx
301,2.5538,2.5497,240081-2-2-48.xlsx
302,2.5523,2.5508,240081-2-2-48.xlsx
303,2.5503,2.5498,240081-2-2-48.xlsx
304,2.5588,2.5588,240081-2-2-48.xlsx
305,2.5694,2.5738,240081-2-2-48.xlsx
306,2.5675,2.5632,240081-2-2-48.xlsx
307,2.5591,2.5563,240081-2-2-48.xlsx
308,2.5531,2.5505,240081-2-2-48.xlsx
309,2.5505,2.5496,240081-2-2-48.xlsx
310,2.5581,2.5572,240081-2-2-48.xlsx
311,2.5604,2.5615,240081-2-2-48.xlsx
312,2.5452,2.5407,240081-2-2-48.xlsx
313,2.5436,2.543,240081-2-2-48.xlsx
314,2.5359,2.5342,240081-2-2-48.xlsx
315,2.5521,2.5564,240081-2-2-48.xlsx
316,2.5674,2.5667,240081-2-2-48.xlsx
317,2.5577,2.555,240081-2-2-48.xlsx
318,2.533,2.5285,240081-2-2-48.xlsx
319,2.5277,2.5253,240081-2-2-48.xlsx
320,2.5249,2.5231,240081-2-2-48.xlsx
321,2.5245,2.5263,240081-2-2-48.xlsx
322,2.5422,2.5423,240081-2-2-48.xlsx
323,2.5198,2.5143,240081-2-2-48.xlsx
324,2.5146,2.5114,240081-2-2-48.xlsx
325,2.5054,2.5041,240081-2-2-48.xlsx
326,2.5088,2.5074,240081-2-2-48.xlsx
327,2.5097,2.5138,240081-2-2-48.xlsx
328,2.5238,2.5213,240081-2-2-48.xlsx
329,2.5004,2.4951,240081-2-2-48.xlsx
330,2.4997,2.4986,240081-2-2-48.xlsx
331,2.4989,2.4999,240081-2-2-48.xlsx
332,2.503,2.5056,240081-2-2-48.xlsx
333,2.5302,2.5292,240081-2-2-48.xlsx
334,2.5111,2.5075,240081-2-2-48.xlsx
335,2.4979,2.4944,240081-2-2-48.xlsx
336,2.4939,2.4928,240081-2-2-48.xlsx
337,2.4962,2.4977,240081-2-2-48.xlsx
338,2.5037,2.5053,240081-2-2-48.xlsx
339,2.5127,2.5098,240081-2-2-48.xlsx
340,2.5063,2.5057,240081-2-2-48.xlsx
341,2.501,2.4986,240081-2-2-48.xlsx
342,2.495,2.4945,240081-2-2-48.xlsx
343,2.5014,2.5021,240081-2-2-48.xlsx
344,2.5067,2.5057,240081-2-2-48.xlsx
345,2.4934,2.4887,240081-2-2-48.xlsx
346,2.4823,2.4808,240081-2-2-48.xlsx
347,2.4806,2.4789,240081-2-2-48.xlsx
348,2.4752,2.4733,240081-2-2-48.xlsx
349,2.4744,2.4735,240081-2-2-48.xlsx
350,2.4697,2.4669,240081-2-2-48.xlsx
351,2.4624,2.4595,240081-2-2-48.xlsx
352,2.4584,2.4572,240081-2-2-48.xlsx
353,2.4555,2.4542,240081-2-2-48.xlsx
354,2.4632,2.4647,240081-2-2-48.xlsx
355,2.4795,2.4804,240081-2-2-48.xlsx
356,2.4685,2.4667,240081-2-2-48.xlsx
357,2.4595,2.4556,240081-2-2-48.xlsx
358,2.4497,2.4467,240081-2-2-48.xlsx
359,2.4513,2.4534,240081-2-2-48.xlsx
360,2.471,2.4759,240081-2-2-48.xlsx
361,2.4835,2.482,240081-2-2-48.xlsx
362,2.443,2.4323,240081-2-2-48.xlsx
363,2.4157,2.4097,240081-2-2-48.xlsx
364,2.4074,2.4042,240081-2-2-48.xlsx
365,2.4144,2.4152,240081-2-2-48.xlsx
366,2.4258,2.4275,240081-2-2-48.xlsx
367,2.4151,2.4157,240081-2-2-48.xlsx
368,2.4387,2.4394,240081-2-2-48.xlsx
369,2.4421,2.4412,240081-2-2-48.xlsx
370,2.4375,2.4368,240081-2-2-48.xlsx
371,2.4439,2.4446,240081-2-2-48.xlsx
372,2.4244,2.4158,240081-2-2-48.xlsx
373,2.4045,2.4063,240081-2-2-48.xlsx
374,2.4312,2.4317,240081-2-2-48.xlsx
375,2.4304,2.4302,240081-2-2-48.xlsx
376,2.4411,2.4445,240081-2-2-48.xlsx
377,2.4598,2.4617,240081-2-2-48.xlsx
378,2.4547,2.4518,240081-2-2-48.xlsx
379,2.4433,2.4412,240081-2-2-48.xlsx
380,2.4399,2.438,240081-2-2-48.xlsx
381,2.436,2.4352,240081-2-2-48.xlsx
382,2.4484,2.4512,240081-2-2-48.xlsx
383,2.4552,2.4557,240081-2-2-48.xlsx
384,2.4485,2.4462,240081-2-2-48.xlsx
385,2.4424,2.4404,240081-2-2-48.xlsx
386,2.4354,2.4335,240081-2-2-48.xlsx
387,2.4314,2.4313,240081-2-2-48.xlsx
388,2.4448,2.4477,240081-2-2-48.xlsx
