循环号,充电容量(Ah),放电容量(Ah),文件名
181,2.8987,2.8976,240081-1-2-48.xlsx
182,2.8969,2.8956,240081-1-2-48.xlsx
183,2.8944,2.8933,240081-1-2-48.xlsx
184,2.8919,2.8908,240081-1-2-48.xlsx
185,2.889,2.8881,240081-1-2-48.xlsx
186,2.8866,2.8856,240081-1-2-48.xlsx
187,2.8846,2.8833,240081-1-2-48.xlsx
188,2.8817,2.8806,240081-1-2-48.xlsx
189,2.8802,2.8791,240081-1-2-48.xlsx
190,2.8777,2.8767,240081-1-2-48.xlsx
191,2.8753,2.8738,240081-1-2-48.xlsx
192,2.8726,2.8709,240081-1-2-48.xlsx
193,2.8697,2.8682,240081-1-2-48.xlsx
194,2.8676,2.8663,240081-1-2-48.xlsx
195,2.8657,2.8644,240081-1-2-48.xlsx
196,2.8632,2.8621,240081-1-2-48.xlsx
197,2.8608,2.8594,240081-1-2-48.xlsx
198,2.859,2.8577,240081-1-2-48.xlsx
199,2.8565,2.8554,240081-1-2-48.xlsx
200,2.8542,2.8532,240081-1-2-48.xlsx
201,2.8511,2.8499,240081-1-2-48.xlsx
202,2.8484,2.8471,240081-1-2-48.xlsx
203,2.8456,2.8445,240081-1-2-48.xlsx
204,2.8435,2.8423,240081-1-2-48.xlsx
205,2.8409,2.8397,240081-1-2-48.xlsx
206,2.8382,2.8374,240081-1-2-48.xlsx
207,2.8358,2.8345,240081-1-2-48.xlsx
208,2.8334,2.8321,240081-1-2-48.xlsx
209,2.831,2.8299,240081-1-2-48.xlsx
210,2.8285,2.8274,240081-1-2-48.xlsx
211,2.8263,2.8253,240081-1-2-48.xlsx
212,2.8239,2.8239,240081-1-2-48.xlsx
213,2.8462,2.8517,240081-1-2-48.xlsx
214,2.8449,2.8431,240081-1-2-48.xlsx
215,2.844,2.8437,240081-1-2-48.xlsx
216,2.8498,2.8511,240081-1-2-48.xlsx
217,2.8517,2.8494,240081-1-2-48.xlsx
218,2.8405,2.8375,240081-1-2-48.xlsx
219,2.8343,2.8322,240081-1-2-48.xlsx
220,2.8303,2.829,240081-1-2-48.xlsx
221,2.8347,2.8357,240081-1-2-48.xlsx
222,2.8433,2.844,240081-1-2-48.xlsx
223,2.8397,2.8373,240081-1-2-48.xlsx
224,2.8267,2.8245,240081-1-2-48.xlsx
225,2.8232,2.8223,240081-1-2-48.xlsx
226,2.8224,2.8224,240081-1-2-48.xlsx
227,2.8272,2.8282,240081-1-2-48.xlsx
228,2.8309,2.831,240081-1-2-48.xlsx
229,2.8278,2.8258,240081-1-2-48.xlsx
230,2.8151,2.8128,240081-1-2-48.xlsx
231,2.8099,2.8085,240081-1-2-48.xlsx
232,2.81,2.8104,240081-1-2-48.xlsx
233,2.8179,2.8195,240081-1-2-48.xlsx
234,2.8248,2.8245,240081-1-2-48.xlsx
235,2.8136,2.8105,240081-1-2-48.xlsx
236,2.806,2.8048,240081-1-2-48.xlsx
237,2.8035,2.8026,240081-1-2-48.xlsx
238,2.8045,2.805,240081-1-2-48.xlsx
239,2.8096,2.8097,240081-1-2-48.xlsx
240,2.8072,2.8058,240081-1-2-48.xlsx
241,2.7994,2.7973,240081-1-2-48.xlsx
242,2.7936,2.792,240081-1-2-48.xlsx
243,2.7892,2.7884,240081-1-2-48.xlsx
244,2.7911,2.7909,240081-1-2-48.xlsx
245,2.7922,2.7914,240081-1-2-48.xlsx
246,2.7873,2.7856,240081-1-2-48.xlsx
247,2.7809,2.7792,240081-1-2-48.xlsx
248,2.777,2.7756,240081-1-2-48.xlsx
249,2.7739,2.7725,240081-1-2-48.xlsx
250,2.7725,2.7716,240081-1-2-48.xlsx
251,2.7704,2.7694,240081-1-2-48.xlsx
252,2.7662,2.7647,240081-1-2-48.xlsx
253,2.7606,2.7591,240081-1-2-48.xlsx
254,2.7561,2.7545,240081-1-2-48.xlsx
255,2.7533,2.7527,240081-1-2-48.xlsx
256,2.7539,2.7532,240081-1-2-48.xlsx
257,2.7503,2.7487,240081-1-2-48.xlsx
258,2.7438,2.7422,240081-1-2-48.xlsx
259,2.7415,2.7408,240081-1-2-48.xlsx
260,2.739,2.7383,240081-1-2-48.xlsx
261,2.7396,2.7396,240081-1-2-48.xlsx
262,2.741,2.7408,240081-1-2-48.xlsx
263,2.7414,2.7412,240081-1-2-48.xlsx
264,2.7391,2.7384,240081-1-2-48.xlsx
265,2.7352,2.7341,240081-1-2-48.xlsx
266,2.7319,2.7318,240081-1-2-48.xlsx
267,2.7365,2.7377,240081-1-2-48.xlsx
268,2.7458,2.7472,240081-1-2-48.xlsx
269,2.7439,2.7426,240081-1-2-48.xlsx
270,2.7394,2.7382,240081-1-2-48.xlsx
271,2.7352,2.7343,240081-1-2-48.xlsx
272,2.7321,2.7318,240081-1-2-48.xlsx
273,2.73,2.7289,240081-1-2-48.xlsx
274,2.7303,2.7293,240081-1-2-48.xlsx
275,2.7265,2.7251,240081-1-2-48.xlsx
276,2.7253,2.7241,240081-1-2-48.xlsx
277,2.7238,2.7229,240081-1-2-48.xlsx
278,2.7272,2.7279,240081-1-2-48.xlsx
279,2.731,2.7306,240081-1-2-48.xlsx
280,2.7248,2.7226,240081-1-2-48.xlsx
281,2.7171,2.7152,240081-1-2-48.xlsx
282,2.7112,2.7095,240081-1-2-48.xlsx
283,2.7061,2.705,240081-1-2-48.xlsx
284,2.7046,2.7038,240081-1-2-48.xlsx
285,2.7064,2.7065,240081-1-2-48.xlsx
286,2.7046,2.703,240081-1-2-48.xlsx
287,2.6998,2.6984,240081-1-2-48.xlsx
288,2.6961,2.6946,240081-1-2-48.xlsx
289,2.6952,2.6956,240081-1-2-48.xlsx
290,2.704,2.7044,240081-1-2-48.xlsx
291,2.6999,2.6983,240081-1-2-48.xlsx
292,2.6902,2.6879,240081-1-2-48.xlsx
293,2.6851,2.6837,240081-1-2-48.xlsx
294,2.6814,2.6808,240081-1-2-48.xlsx
295,2.6913,2.6944,240081-1-2-48.xlsx
296,2.6999,2.7,240081-1-2-48.xlsx
297,2.6932,2.6909,240081-1-2-48.xlsx
298,2.684,2.6829,240081-1-2-48.xlsx
299,2.6815,2.6806,240081-1-2-48.xlsx
300,2.6792,2.679,240081-1-2-48.xlsx
301,2.6878,2.6897,240081-1-2-48.xlsx
302,2.6939,2.6926,240081-1-2-48.xlsx
303,2.6809,2.6781,240081-1-2-48.xlsx
304,2.6761,2.6751,240081-1-2-48.xlsx
305,2.6742,2.6733,240081-1-2-48.xlsx
306,2.6749,2.6751,240081-1-2-48.xlsx
307,2.678,2.6791,240081-1-2-48.xlsx
308,2.68,2.6791,240081-1-2-48.xlsx
309,2.6784,2.6775,240081-1-2-48.xlsx
310,2.6741,2.6726,240081-1-2-48.xlsx
311,2.6697,2.6684,240081-1-2-48.xlsx
312,2.6709,2.671,240081-1-2-48.xlsx
313,2.6735,2.6732,240081-1-2-48.xlsx
314,2.6711,2.6693,240081-1-2-48.xlsx
315,2.6647,2.6638,240081-1-2-48.xlsx
316,2.6624,2.6614,240081-1-2-48.xlsx
317,2.6583,2.6583,240081-1-2-48.xlsx
318,2.6685,2.6709,240081-1-2-48.xlsx
319,2.6737,2.6738,240081-1-2-48.xlsx
320,2.6656,2.6632,240081-1-2-48.xlsx
321,2.6543,2.6525,240081-1-2-48.xlsx
322,2.6478,2.6464,240081-1-2-48.xlsx
323,2.6434,2.6422,240081-1-2-48.xlsx
324,2.6443,2.6453,240081-1-2-48.xlsx
325,2.6502,2.6492,240081-1-2-48.xlsx
326,2.6384,2.6362,240081-1-2-48.xlsx
327,2.6341,2.6329,240081-1-2-48.xlsx
328,2.63,2.6294,240081-1-2-48.xlsx
329,2.6281,2.6279,240081-1-2-48.xlsx
330,2.6313,2.6328,240081-1-2-48.xlsx
331,2.6326,2.6314,240081-1-2-48.xlsx
332,2.6227,2.6209,240081-1-2-48.xlsx
333,2.6207,2.62,240081-1-2-48.xlsx
334,2.6199,2.6195,240081-1-2-48.xlsx
335,2.6218,2.6224,240081-1-2-48.xlsx
336,2.6319,2.6327,240081-1-2-48.xlsx
337,2.6284,2.6266,240081-1-2-48.xlsx
338,2.62,2.6183,240081-1-2-48.xlsx
339,2.6152,2.6146,240081-1-2-48.xlsx
340,2.6154,2.6154,240081-1-2-48.xlsx
341,2.6199,2.6213,240081-1-2-48.xlsx
342,2.6262,2.6259,240081-1-2-48.xlsx
343,2.6217,2.6208,240081-1-2-48.xlsx
344,2.6183,2.6174,240081-1-2-48.xlsx
345,2.6149,2.6141,240081-1-2-48.xlsx
346,2.6174,2.6179,240081-1-2-48.xlsx
347,2.6222,2.6223,240081-1-2-48.xlsx
348,2.6173,2.6151,240081-1-2-48.xlsx
349,2.6059,2.6045,240081-1-2-48.xlsx
350,2.6027,2.6021,240081-1-2-48.xlsx
351,2.5991,2.5978,240081-1-2-48.xlsx
352,2.5954,2.5948,240081-1-2-48.xlsx
353,2.5919,2.5904,240081-1-2-48.xlsx
354,2.5848,2.5832,240081-1-2-48.xlsx
355,2.5798,2.5792,240081-1-2-48.xlsx
356,2.5767,2.5762,240081-1-2-48.xlsx
357,2.5774,2.5785,240081-1-2-48.xlsx
358,2.5863,2.5883,240081-1-2-48.xlsx
359,2.5865,2.5862,240081-1-2-48.xlsx
360,2.582,2.5807,240081-1-2-48.xlsx
361,2.5758,2.5739,240081-1-2-48.xlsx
362,2.5695,2.5685,240081-1-2-48.xlsx
363,2.5779,2.5797,240081-1-2-48.xlsx
364,2.5938,2.5955,240081-1-2-48.xlsx
365,2.5891,2.5852,240081-1-2-48.xlsx
366,2.5646,2.5594,240081-1-2-48.xlsx
367,2.5476,2.5445,240081-1-2-48.xlsx
368,2.5435,2.5433,240081-1-2-48.xlsx
369,2.549,2.5504,240081-1-2-48.xlsx
370,2.5551,2.5542,240081-1-2-48.xlsx
371,2.5537,2.5546,240081-1-2-48.xlsx
372,2.5605,2.5614,240081-1-2-48.xlsx
373,2.5617,2.5618,240081-1-2-48.xlsx
374,2.5592,2.5595,240081-1-2-48.xlsx
375,2.5585,2.5575,240081-1-2-48.xlsx
376,2.5455,2.5421,240081-1-2-48.xlsx
377,2.542,2.5431,240081-1-2-48.xlsx
378,2.5482,2.5486,240081-1-2-48.xlsx
379,2.5521,2.5533,240081-1-2-48.xlsx
380,2.5655,2.5686,240081-1-2-48.xlsx
381,2.5749,2.5759,240081-1-2-48.xlsx
382,2.5659,2.5649,240081-1-2-48.xlsx
383,2.5609,2.5604,240081-1-2-48.xlsx
384,2.5572,2.5567,240081-1-2-48.xlsx
385,2.5587,2.5601,240081-1-2-48.xlsx
386,2.5669,2.5685,240081-1-2-48.xlsx
387,2.5698,2.5693,240081-1-2-48.xlsx
388,2.5639,2.5631,240081-1-2-48.xlsx
389,2.56,2.5592,240081-1-2-48.xlsx
390,2.5556,2.5552,240081-1-2-48.xlsx
391,2.5579,2.5595,240081-1-2-48.xlsx
392,2.5661,2.5665,240081-1-2-48.xlsx
393,2.5607,2.5591,240081-1-2-48.xlsx
394,2.5543,2.5535,240081-1-2-48.xlsx
395,2.5533,2.5528,240081-1-2-48.xlsx
396,2.5505,2.549,240081-1-2-48.xlsx
397,2.5444,2.5438,240081-1-2-48.xlsx
398,2.542,2.541,240081-1-2-48.xlsx
399,2.5369,2.5361,240081-1-2-48.xlsx
400,2.5376,2.5371,240081-1-2-48.xlsx
401,2.536,2.5321,240081-1-2-48.xlsx
402,2.5267,2.5278,240081-1-2-48.xlsx
403,2.5307,2.5314,240081-1-2-48.xlsx
404,2.5292,2.5285,240081-1-2-48.xlsx
405,2.523,2.5232,240081-1-2-48.xlsx
406,2.5224,2.5226,240081-1-2-48.xlsx
407,2.5116,2.5088,240081-1-2-48.xlsx
408,2.5015,2.4989,240081-1-2-48.xlsx
409,2.4944,2.4924,240081-1-2-48.xlsx
410,2.4929,2.4912,240081-1-2-48.xlsx
411,2.495,2.4935,240081-1-2-48.xlsx
412,2.4927,2.4899,240081-1-2-48.xlsx
413,2.489,2.4912,240081-1-2-48.xlsx
414,2.5075,2.5083,240081-1-2-48.xlsx
415,2.4935,2.4891,240081-1-2-48.xlsx
416,2.4673,2.4606,240081-1-2-48.xlsx
417,2.4497,2.4465,240081-1-2-48.xlsx
418,2.4343,2.4257,240081-1-2-48.xlsx
419,2.4256,2.4238,240081-1-2-48.xlsx
420,2.4243,2.4221,240081-1-2-48.xlsx
421,2.4202,2.4188,240081-1-2-48.xlsx
422,2.4179,2.4164,240081-1-2-48.xlsx
423,2.4146,2.4127,240081-1-2-48.xlsx
424,2.4123,2.4105,240081-1-2-48.xlsx
425,2.4106,2.4091,240081-1-2-48.xlsx
426,2.4064,2.4055,240081-1-2-48.xlsx
