循环号,充电容量(Ah),放电容量(Ah),文件名
79,3.1133,3.1114,240081-1-8-48.xlsx
80,3.1107,3.1089,240081-1-8-48.xlsx
81,3.1079,3.1063,240081-1-8-48.xlsx
82,3.1052,3.1035,240081-1-8-48.xlsx
83,3.1023,3.1003,240081-1-8-48.xlsx
84,3.0993,3.0975,240081-1-8-48.xlsx
85,3.0964,3.0946,240081-1-8-48.xlsx
86,3.0937,3.0917,240081-1-8-48.xlsx
87,3.0907,3.0889,240081-1-8-48.xlsx
88,3.088,3.0863,240081-1-8-48.xlsx
89,3.0851,3.0834,240081-1-8-48.xlsx
90,3.0826,3.0807,240081-1-8-48.xlsx
91,3.08,3.0783,240081-1-8-48.xlsx
92,3.0767,3.0749,240081-1-8-48.xlsx
93,3.0736,3.0719,240081-1-8-48.xlsx
94,3.0709,3.069,240081-1-8-48.xlsx
95,3.0678,3.0661,240081-1-8-48.xlsx
96,3.0652,3.0631,240081-1-8-48.xlsx
97,3.0623,3.0603,240081-1-8-48.xlsx
98,3.0593,3.0572,240081-1-8-48.xlsx
99,3.0563,3.0544,240081-1-8-48.xlsx
100,3.0534,3.0513,240081-1-8-48.xlsx
101,3.0505,3.0484,240081-1-8-48.xlsx
102,3.0473,3.0453,240081-1-8-48.xlsx
103,3.0447,3.0426,240081-1-8-48.xlsx
104,3.0416,3.0396,240081-1-8-48.xlsx
105,3.0383,3.0365,240081-1-8-48.xlsx
106,3.0354,3.0333,240081-1-8-48.xlsx
107,3.0323,3.0303,240081-1-8-48.xlsx
108,3.0294,3.0274,240081-1-8-48.xlsx
109,3.0265,3.0246,240081-1-8-48.xlsx
110,3.0235,3.0217,240081-1-8-48.xlsx
111,3.0206,3.0187,240081-1-8-48.xlsx
112,3.0173,3.0154,240081-1-8-48.xlsx
113,3.0151,3.0132,240081-1-8-48.xlsx
114,3.012,3.0101,240081-1-8-48.xlsx
115,3.009,3.0071,240081-1-8-48.xlsx
116,3.0059,3.004,240081-1-8-48.xlsx
117,3.0027,3.0005,240081-1-8-48.xlsx
118,2.9998,2.9978,240081-1-8-48.xlsx
119,2.9962,2.9943,240081-1-8-48.xlsx
120,2.9935,2.9916,240081-1-8-48.xlsx
121,2.9905,2.9887,240081-1-8-48.xlsx
122,2.9876,2.9858,240081-1-8-48.xlsx
123,2.9847,2.9828,240081-1-8-48.xlsx
124,2.9817,2.9799,240081-1-8-48.xlsx
125,2.9785,2.9767,240081-1-8-48.xlsx
126,2.9758,2.9741,240081-1-8-48.xlsx
127,2.973,2.9711,240081-1-8-48.xlsx
128,2.9699,2.9683,240081-1-8-48.xlsx
129,2.9678,2.966,240081-1-8-48.xlsx
130,2.9646,2.9629,240081-1-8-48.xlsx
131,2.9616,2.96,240081-1-8-48.xlsx
132,2.9589,2.9573,240081-1-8-48.xlsx
133,2.9563,2.9547,240081-1-8-48.xlsx
134,2.9533,2.9517,240081-1-8-48.xlsx
135,2.9505,2.9488,240081-1-8-48.xlsx
136,2.9476,2.9459,240081-1-8-48.xlsx
137,2.9446,2.943,240081-1-8-48.xlsx
138,2.9423,2.9406,240081-1-8-48.xlsx
139,2.9398,2.938,240081-1-8-48.xlsx
140,2.9373,2.9358,240081-1-8-48.xlsx
141,2.9346,2.939,240081-1-8-48.xlsx
142,2.9465,2.9458,240081-1-8-48.xlsx
143,2.945,2.9442,240081-1-8-48.xlsx
144,2.9435,2.9421,240081-1-8-48.xlsx
145,2.9398,2.9383,240081-1-8-48.xlsx
146,2.9385,2.9374,240081-1-8-48.xlsx
147,2.9361,2.9351,240081-1-8-48.xlsx
148,2.9366,2.9349,240081-1-8-48.xlsx
149,2.9323,2.931,240081-1-8-48.xlsx
150,2.9313,2.9301,240081-1-8-48.xlsx
151,2.9291,2.928,240081-1-8-48.xlsx
152,2.9314,2.9321,240081-1-8-48.xlsx
153,2.9373,2.9373,240081-1-8-48.xlsx
154,2.9111,2.9007,240081-1-8-48.xlsx
155,2.9003,2.8984,240081-1-8-48.xlsx
156,2.8976,2.8963,240081-1-8-48.xlsx
157,2.8959,2.8945,240081-1-8-48.xlsx
158,2.8931,2.8919,240081-1-8-48.xlsx
159,2.8907,2.8893,240081-1-8-48.xlsx
160,2.8881,2.8867,240081-1-8-48.xlsx
161,2.8852,2.8837,240081-1-8-48.xlsx
162,2.883,2.8815,240081-1-8-48.xlsx
163,2.8801,2.8786,240081-1-8-48.xlsx
164,2.8776,2.8762,240081-1-8-48.xlsx
165,2.8748,2.8734,240081-1-8-48.xlsx
166,2.8723,2.8709,240081-1-8-48.xlsx
167,2.8701,2.8689,240081-1-8-48.xlsx
168,2.8676,2.8663,240081-1-8-48.xlsx
169,2.8652,2.8639,240081-1-8-48.xlsx
170,2.8623,2.8608,240081-1-8-48.xlsx
171,2.8598,2.8584,240081-1-8-48.xlsx
172,2.8572,2.8557,240081-1-8-48.xlsx
173,2.8552,2.8537,240081-1-8-48.xlsx
174,2.8524,2.8509,240081-1-8-48.xlsx
175,2.8499,2.8483,240081-1-8-48.xlsx
176,2.8473,2.8459,240081-1-8-48.xlsx
177,2.8448,2.8434,240081-1-8-48.xlsx
178,2.8424,2.8409,240081-1-8-48.xlsx
179,2.8392,2.838,240081-1-8-48.xlsx
180,2.8361,2.8349,240081-1-8-48.xlsx
181,2.8339,2.8326,240081-1-8-48.xlsx
182,2.8313,2.8299,240081-1-8-48.xlsx
183,2.829,2.8278,240081-1-8-48.xlsx
184,2.8262,2.8251,240081-1-8-48.xlsx
185,2.8236,2.8224,240081-1-8-48.xlsx
186,2.821,2.8196,240081-1-8-48.xlsx
187,2.8183,2.817,240081-1-8-48.xlsx
188,2.8163,2.815,240081-1-8-48.xlsx
189,2.8136,2.8123,240081-1-8-48.xlsx
190,2.8108,2.8097,240081-1-8-48.xlsx
191,2.8081,2.8068,240081-1-8-48.xlsx
192,2.8053,2.8043,240081-1-8-48.xlsx
193,2.8033,2.8023,240081-1-8-48.xlsx
194,2.8007,2.7998,240081-1-8-48.xlsx
195,2.7983,2.7974,240081-1-8-48.xlsx
196,2.7959,2.7949,240081-1-8-48.xlsx
197,2.7933,2.7923,240081-1-8-48.xlsx
198,2.7912,2.7903,240081-1-8-48.xlsx
199,2.789,2.7882,240081-1-8-48.xlsx
200,2.7874,2.7864,240081-1-8-48.xlsx
201,2.7843,2.7915,240081-1-8-48.xlsx
202,2.8091,2.8091,240081-1-8-48.xlsx
203,2.8054,2.8049,240081-1-8-48.xlsx
204,2.8068,2.8074,240081-1-8-48.xlsx
205,2.8155,2.8161,240081-1-8-48.xlsx
206,2.8088,2.806,240081-1-8-48.xlsx
207,2.7993,2.7972,240081-1-8-48.xlsx
208,2.795,2.7935,240081-1-8-48.xlsx
209,2.7945,2.7949,240081-1-8-48.xlsx
210,2.8019,2.8034,240081-1-8-48.xlsx
211,2.805,2.804,240081-1-8-48.xlsx
212,2.7922,2.7894,240081-1-8-48.xlsx
213,2.7878,2.7868,240081-1-8-48.xlsx
214,2.786,2.7856,240081-1-8-48.xlsx
215,2.7902,2.7912,240081-1-8-48.xlsx
216,2.7949,2.7952,240081-1-8-48.xlsx
217,2.7938,2.7925,240081-1-8-48.xlsx
218,2.7818,2.7793,240081-1-8-48.xlsx
219,2.7761,2.775,240081-1-8-48.xlsx
220,2.7764,2.7769,240081-1-8-48.xlsx
221,2.7833,2.785,240081-1-8-48.xlsx
222,2.7902,2.7898,240081-1-8-48.xlsx
223,2.779,2.7761,240081-1-8-48.xlsx
224,2.7723,2.7711,240081-1-8-48.xlsx
225,2.7698,2.7691,240081-1-8-48.xlsx
226,2.7714,2.7721,240081-1-8-48.xlsx
227,2.7751,2.775,240081-1-8-48.xlsx
228,2.7705,2.7685,240081-1-8-48.xlsx
229,2.762,2.7602,240081-1-8-48.xlsx
230,2.7572,2.756,240081-1-8-48.xlsx
231,2.7553,2.7549,240081-1-8-48.xlsx
232,2.757,2.7571,240081-1-8-48.xlsx
233,2.7561,2.755,240081-1-8-48.xlsx
234,2.7499,2.7482,240081-1-8-48.xlsx
235,2.7444,2.7433,240081-1-8-48.xlsx
236,2.7405,2.7394,240081-1-8-48.xlsx
237,2.7373,2.7363,240081-1-8-48.xlsx
238,2.7361,2.7354,240081-1-8-48.xlsx
239,2.7333,2.7321,240081-1-8-48.xlsx
240,2.7286,2.7271,240081-1-8-48.xlsx
241,2.7246,2.7231,240081-1-8-48.xlsx
242,2.7214,2.7205,240081-1-8-48.xlsx
243,2.7225,2.722,240081-1-8-48.xlsx
244,2.721,2.7197,240081-1-8-48.xlsx
245,2.7149,2.7131,240081-1-8-48.xlsx
246,2.7119,2.7108,240081-1-8-48.xlsx
247,2.7097,2.7088,240081-1-8-48.xlsx
248,2.7096,2.7094,240081-1-8-48.xlsx
249,2.7109,2.7107,240081-1-8-48.xlsx
250,2.7109,2.7106,240081-1-8-48.xlsx
251,2.7093,2.7083,240081-1-8-48.xlsx
252,2.7051,2.7039,240081-1-8-48.xlsx
253,2.7021,2.7017,240081-1-8-48.xlsx
254,2.706,2.7069,240081-1-8-48.xlsx
255,2.7146,2.7156,240081-1-8-48.xlsx
256,2.7122,2.7109,240081-1-8-48.xlsx
257,2.7074,2.7063,240081-1-8-48.xlsx
258,2.7038,2.7026,240081-1-8-48.xlsx
259,2.7021,2.7016,240081-1-8-48.xlsx
260,2.6988,2.6978,240081-1-8-48.xlsx
261,2.6982,2.6969,240081-1-8-48.xlsx
262,2.6937,2.6928,240081-1-8-48.xlsx
263,2.6913,2.6905,240081-1-8-48.xlsx
264,2.6899,2.6895,240081-1-8-48.xlsx
265,2.6944,2.6952,240081-1-8-48.xlsx
266,2.6954,2.6947,240081-1-8-48.xlsx
267,2.6867,2.6848,240081-1-8-48.xlsx
268,2.6804,2.679,240081-1-8-48.xlsx
269,2.6755,2.6741,240081-1-8-48.xlsx
270,2.6725,2.6717,240081-1-8-48.xlsx
271,2.6719,2.672,240081-1-8-48.xlsx
272,2.6741,2.6736,240081-1-8-48.xlsx
273,2.6707,2.6695,240081-1-8-48.xlsx
274,2.6669,2.6657,240081-1-8-48.xlsx
275,2.6638,2.6634,240081-1-8-48.xlsx
276,2.6711,2.6723,240081-1-8-48.xlsx
277,2.6724,2.6716,240081-1-8-48.xlsx
278,2.6647,2.6625,240081-1-8-48.xlsx
279,2.658,2.6567,240081-1-8-48.xlsx
280,2.6538,2.6527,240081-1-8-48.xlsx
281,2.6585,2.6604,240081-1-8-48.xlsx
282,2.6701,2.671,240081-1-8-48.xlsx
283,2.6664,2.6649,240081-1-8-48.xlsx
284,2.6566,2.6553,240081-1-8-48.xlsx
285,2.6542,2.6535,240081-1-8-48.xlsx
286,2.6516,2.6513,240081-1-8-48.xlsx
287,2.6569,2.6589,240081-1-8-48.xlsx
288,2.6634,2.663,240081-1-8-48.xlsx
289,2.6516,2.649,240081-1-8-48.xlsx
290,2.6445,2.6433,240081-1-8-48.xlsx
291,2.6424,2.6417,240081-1-8-48.xlsx
292,2.6444,2.6446,240081-1-8-48.xlsx
293,2.6479,2.649,240081-1-8-48.xlsx
294,2.6497,2.6492,240081-1-8-48.xlsx
295,2.6485,2.6479,240081-1-8-48.xlsx
296,2.6439,2.6429,240081-1-8-48.xlsx
297,2.6389,2.6381,240081-1-8-48.xlsx
298,2.6408,2.6412,240081-1-8-48.xlsx
299,2.6418,2.642,240081-1-8-48.xlsx
300,2.6384,2.6369,240081-1-8-48.xlsx
301,2.6343,2.6339,240081-1-8-48.xlsx
302,2.6321,2.6312,240081-1-8-48.xlsx
303,2.6301,2.6309,240081-1-8-48.xlsx
304,2.6412,2.6432,240081-1-8-48.xlsx
305,2.6435,2.6433,240081-1-8-48.xlsx
306,2.6333,2.6309,240081-1-8-48.xlsx
307,2.6252,2.6236,240081-1-8-48.xlsx
308,2.62,2.6189,240081-1-8-48.xlsx
309,2.6165,2.616,240081-1-8-48.xlsx
310,2.6212,2.6223,240081-1-8-48.xlsx
311,2.6194,2.6176,240081-1-8-48.xlsx
312,2.6099,2.6083,240081-1-8-48.xlsx
313,2.6048,2.6034,240081-1-8-48.xlsx
314,2.6023,2.6017,240081-1-8-48.xlsx
315,2.6009,2.6008,240081-1-8-48.xlsx
316,2.6076,2.6082,240081-1-8-48.xlsx
317,2.6024,2.6006,240081-1-8-48.xlsx
318,2.5956,2.5946,240081-1-8-48.xlsx
319,2.5937,2.5931,240081-1-8-48.xlsx
320,2.5939,2.5937,240081-1-8-48.xlsx
321,2.6004,2.6023,240081-1-8-48.xlsx
322,2.6053,2.6049,240081-1-8-48.xlsx
323,2.5977,2.5962,240081-1-8-48.xlsx
324,2.5908,2.5895,240081-1-8-48.xlsx
325,2.5886,2.5883,240081-1-8-48.xlsx
326,2.5895,2.59,240081-1-8-48.xlsx
327,2.5964,2.5975,240081-1-8-48.xlsx
328,2.5928,2.5922,240081-1-8-48.xlsx
329,2.5918,2.5911,240081-1-8-48.xlsx
330,2.5879,2.5871,240081-1-8-48.xlsx
331,2.5878,2.588,240081-1-8-48.xlsx
332,2.5905,2.5912,240081-1-8-48.xlsx
333,2.59,2.5889,240081-1-8-48.xlsx
334,2.5792,2.5775,240081-1-8-48.xlsx
335,2.5761,2.5753,240081-1-8-48.xlsx
336,2.5743,2.5731,240081-1-8-48.xlsx
337,2.5696,2.5689,240081-1-8-48.xlsx
338,2.5672,2.5662,240081-1-8-48.xlsx
339,2.5612,2.5597,240081-1-8-48.xlsx
340,2.5566,2.5555,240081-1-8-48.xlsx
341,2.5536,2.5528,240081-1-8-48.xlsx
342,2.5534,2.5536,240081-1-8-48.xlsx
343,2.5604,2.5615,240081-1-8-48.xlsx
344,2.562,2.5613,240081-1-8-48.xlsx
345,2.557,2.556,240081-1-8-48.xlsx
346,2.5518,2.5505,240081-1-8-48.xlsx
347,2.5459,2.545,240081-1-8-48.xlsx
348,2.5504,2.5519,240081-1-8-48.xlsx
349,2.5632,2.5649,240081-1-8-48.xlsx
350,2.5606,2.5578,240081-1-8-48.xlsx
351,2.5384,2.5344,240081-1-8-48.xlsx
352,2.5244,2.5217,240081-1-8-48.xlsx
353,2.5203,2.5199,240081-1-8-48.xlsx
354,2.5257,2.5267,240081-1-8-48.xlsx
355,2.531,2.5304,240081-1-8-48.xlsx
356,2.5295,2.5302,240081-1-8-48.xlsx
357,2.536,2.5366,240081-1-8-48.xlsx
358,2.5366,2.5364,240081-1-8-48.xlsx
359,2.534,2.5341,240081-1-8-48.xlsx
360,2.5325,2.5315,240081-1-8-48.xlsx
361,2.5203,2.5176,240081-1-8-48.xlsx
362,2.5195,2.5205,240081-1-8-48.xlsx
363,2.5241,2.5242,240081-1-8-48.xlsx
364,2.5269,2.5278,240081-1-8-48.xlsx
365,2.5378,2.5402,240081-1-8-48.xlsx
366,2.5449,2.545,240081-1-8-48.xlsx
367,2.5374,2.5364,240081-1-8-48.xlsx
368,2.5335,2.5328,240081-1-8-48.xlsx
369,2.5307,2.53,240081-1-8-48.xlsx
370,2.5333,2.5347,240081-1-8-48.xlsx
371,2.5407,2.5419,240081-1-8-48.xlsx
372,2.5402,2.5397,240081-1-8-48.xlsx
373,2.5361,2.5355,240081-1-8-48.xlsx
374,2.5313,2.5306,240081-1-8-48.xlsx
375,2.5268,2.5266,240081-1-8-48.xlsx
376,2.5305,2.532,240081-1-8-48.xlsx
377,2.5352,2.5349,240081-1-8-48.xlsx
378,2.5283,2.5273,240081-1-8-48.xlsx
379,2.5245,2.5241,240081-1-8-48.xlsx
380,2.5223,2.5218,240081-1-8-48.xlsx
381,2.5171,2.5161,240081-1-8-48.xlsx
382,2.5147,2.5139,240081-1-8-48.xlsx
383,2.5109,2.5106,240081-1-8-48.xlsx
384,2.5087,2.5087,240081-1-8-48.xlsx
385,2.5085,2.5085,240081-1-8-48.xlsx
386,2.498,2.4969,240081-1-8-48.xlsx
387,2.5014,2.5017,240081-1-8-48.xlsx
388,2.5037,2.5039,240081-1-8-48.xlsx
389,2.501,2.4998,240081-1-8-48.xlsx
390,2.4992,2.4989,240081-1-8-48.xlsx
391,2.4973,2.5212,240081-1-8-48.xlsx
392,2.508,2.4864,240081-1-8-48.xlsx
393,2.4807,2.476,240081-1-8-48.xlsx
394,2.4732,2.4709,240081-1-8-48.xlsx
395,2.4695,2.4683,240081-1-8-48.xlsx
396,2.4672,2.466,240081-1-8-48.xlsx
397,2.4559,2.4546,240081-1-8-48.xlsx
398,2.4668,2.4712,240081-1-8-48.xlsx
399,2.4712,2.4693,240081-1-8-48.xlsx
400,2.4539,2.4493,240081-1-8-48.xlsx
401,2.4296,2.4246,240081-1-8-48.xlsx
402,2.4201,2.4179,240081-1-8-48.xlsx
403,2.4164,2.4089,240081-1-8-48.xlsx
404,2.4084,2.407,240081-1-8-48.xlsx
405,2.4058,2.4044,240081-1-8-48.xlsx
406,2.404,2.4026,240081-1-8-48.xlsx
407,2.4016,2.4007,240081-1-8-48.xlsx
408,2.3999,2.3988,240081-1-8-48.xlsx
409,2.3977,2.3966,240081-1-8-48.xlsx
410,2.3974,2.3961,240081-1-8-48.xlsx
411,2.3949,2.3941,240081-1-8-48.xlsx
412,1.9383,0.0,240081-1-8-48.xlsx
