循环号,充电容量(Ah),放电容量(Ah),文件名
187,2.8135,2.812,240081-1-5-48.xlsx
188,2.8109,2.809,240081-1-5-48.xlsx
189,2.8079,2.8064,240081-1-5-48.xlsx
190,2.8057,2.8041,240081-1-5-48.xlsx
191,2.8032,2.8017,240081-1-5-48.xlsx
192,2.8005,2.7989,240081-1-5-48.xlsx
193,2.7977,2.7961,240081-1-5-48.xlsx
194,2.7956,2.7942,240081-1-5-48.xlsx
195,2.7931,2.7916,240081-1-5-48.xlsx
196,2.79,2.7887,240081-1-5-48.xlsx
197,2.7877,2.7863,240081-1-5-48.xlsx
198,2.7856,2.7842,240081-1-5-48.xlsx
199,2.7827,2.7813,240081-1-5-48.xlsx
200,2.7805,2.7791,240081-1-5-48.xlsx
201,2.7783,2.7769,240081-1-5-48.xlsx
202,2.7761,2.7748,240081-1-5-48.xlsx
203,2.7799,2.787,240081-1-5-48.xlsx
204,2.7991,2.7977,240081-1-5-48.xlsx
205,2.7942,2.7928,240081-1-5-48.xlsx
206,2.7948,2.7948,240081-1-5-48.xlsx
207,2.8024,2.8027,240081-1-5-48.xlsx
208,2.7961,2.7926,240081-1-5-48.xlsx
209,2.7869,2.784,240081-1-5-48.xlsx
210,2.7822,2.7798,240081-1-5-48.xlsx
211,2.7802,2.7794,240081-1-5-48.xlsx
212,2.787,2.7877,240081-1-5-48.xlsx
213,2.7912,2.7903,240081-1-5-48.xlsx
214,2.7826,2.7784,240081-1-5-48.xlsx
215,2.775,2.7731,240081-1-5-48.xlsx
216,2.7723,2.771,240081-1-5-48.xlsx
217,2.7733,2.7735,240081-1-5-48.xlsx
218,2.7778,2.778,240081-1-5-48.xlsx
219,2.7784,2.7774,240081-1-5-48.xlsx
220,2.7691,2.7654,240081-1-5-48.xlsx
221,2.7611,2.7588,240081-1-5-48.xlsx
222,2.7579,2.7568,240081-1-5-48.xlsx
223,2.7614,2.7617,240081-1-5-48.xlsx
224,2.7696,2.7704,240081-1-5-48.xlsx
225,2.7666,2.7636,240081-1-5-48.xlsx
226,2.7544,2.7514,240081-1-5-48.xlsx
227,2.7502,2.7484,240081-1-5-48.xlsx
228,2.7475,2.7466,240081-1-5-48.xlsx
229,2.7509,2.7513,240081-1-5-48.xlsx
230,2.7512,2.75,240081-1-5-48.xlsx
231,2.7434,2.7409,240081-1-5-48.xlsx
232,2.7364,2.7345,240081-1-5-48.xlsx
233,2.7316,2.7299,240081-1-5-48.xlsx
234,2.7301,2.7298,240081-1-5-48.xlsx
235,2.732,2.732,240081-1-5-48.xlsx
236,2.7297,2.7283,240081-1-5-48.xlsx
237,2.7235,2.7212,240081-1-5-48.xlsx
238,2.7185,2.7167,240081-1-5-48.xlsx
239,2.7145,2.7127,240081-1-5-48.xlsx
240,2.7113,2.7097,240081-1-5-48.xlsx
241,2.71,2.7086,240081-1-5-48.xlsx
242,2.7079,2.7059,240081-1-5-48.xlsx
243,2.7032,2.7011,240081-1-5-48.xlsx
244,2.699,2.697,240081-1-5-48.xlsx
245,2.6962,2.6945,240081-1-5-48.xlsx
246,2.6968,2.6959,240081-1-5-48.xlsx
247,2.6955,2.694,240081-1-5-48.xlsx
248,2.6896,2.6871,240081-1-5-48.xlsx
249,2.6852,2.6837,240081-1-5-48.xlsx
250,2.6829,2.6813,240081-1-5-48.xlsx
251,2.6818,2.6809,240081-1-5-48.xlsx
252,2.6828,2.6822,240081-1-5-48.xlsx
253,2.6828,2.6819,240081-1-5-48.xlsx
254,2.6822,2.6809,240081-1-5-48.xlsx
255,2.6793,2.6774,240081-1-5-48.xlsx
256,2.6737,2.6718,240081-1-5-48.xlsx
257,2.6751,2.6752,240081-1-5-48.xlsx
258,2.6808,2.6819,240081-1-5-48.xlsx
259,2.685,2.6841,240081-1-5-48.xlsx
260,2.6793,2.6773,240081-1-5-48.xlsx
261,2.6746,2.6728,240081-1-5-48.xlsx
262,2.6704,2.6687,240081-1-5-48.xlsx
263,2.6687,2.6673,240081-1-5-48.xlsx
264,2.6646,2.6635,240081-1-5-48.xlsx
265,2.6613,2.6597,240081-1-5-48.xlsx
266,2.658,2.6567,240081-1-5-48.xlsx
267,2.6554,2.6542,240081-1-5-48.xlsx
268,2.654,2.6534,240081-1-5-48.xlsx
269,2.6587,2.6594,240081-1-5-48.xlsx
270,2.6582,2.6567,240081-1-5-48.xlsx
271,2.6499,2.647,240081-1-5-48.xlsx
272,2.6438,2.6419,240081-1-5-48.xlsx
273,2.6386,2.6368,240081-1-5-48.xlsx
274,2.6365,2.6352,240081-1-5-48.xlsx
275,2.6349,2.6347,240081-1-5-48.xlsx
276,2.6375,2.6365,240081-1-5-48.xlsx
277,2.6334,2.6315,240081-1-5-48.xlsx
278,2.6302,2.6284,240081-1-5-48.xlsx
279,2.6275,2.626,240081-1-5-48.xlsx
280,2.6309,2.6323,240081-1-5-48.xlsx
281,2.6355,2.6344,240081-1-5-48.xlsx
282,2.6301,2.6272,240081-1-5-48.xlsx
283,2.622,2.6196,240081-1-5-48.xlsx
284,2.6172,2.6151,240081-1-5-48.xlsx
285,2.6162,2.6167,240081-1-5-48.xlsx
286,2.6284,2.6306,240081-1-5-48.xlsx
287,2.6286,2.6271,240081-1-5-48.xlsx
288,2.618,2.615,240081-1-5-48.xlsx
289,2.6138,2.6124,240081-1-5-48.xlsx
290,2.6104,2.609,240081-1-5-48.xlsx
291,2.6104,2.611,240081-1-5-48.xlsx
292,2.6194,2.621,240081-1-5-48.xlsx
293,2.6162,2.6133,240081-1-5-48.xlsx
294,2.6041,2.6015,240081-1-5-48.xlsx
295,2.6005,2.5991,240081-1-5-48.xlsx
296,2.5988,2.5981,240081-1-5-48.xlsx
297,2.6015,2.6014,240081-1-5-48.xlsx
298,2.6065,2.6071,240081-1-5-48.xlsx
299,2.6052,2.604,240081-1-5-48.xlsx
300,2.6027,2.601,240081-1-5-48.xlsx
301,2.5978,2.596,240081-1-5-48.xlsx
302,2.5932,2.5921,240081-1-5-48.xlsx
303,2.5949,2.5949,240081-1-5-48.xlsx
304,2.5955,2.5951,240081-1-5-48.xlsx
305,2.5905,2.5881,240081-1-5-48.xlsx
306,2.5866,2.5857,240081-1-5-48.xlsx
307,2.5843,2.5828,240081-1-5-48.xlsx
308,2.582,2.5828,240081-1-5-48.xlsx
309,2.5923,2.5945,240081-1-5-48.xlsx
310,2.5953,2.5945,240081-1-5-48.xlsx
311,2.5858,2.5824,240081-1-5-48.xlsx
312,2.5762,2.5741,240081-1-5-48.xlsx
313,2.5711,2.5693,240081-1-5-48.xlsx
314,2.5667,2.5655,240081-1-5-48.xlsx
315,2.5682,2.5693,240081-1-5-48.xlsx
316,2.5706,2.5685,240081-1-5-48.xlsx
317,2.5592,2.5564,240081-1-5-48.xlsx
318,2.5532,2.5511,240081-1-5-48.xlsx
319,2.5489,2.5477,240081-1-5-48.xlsx
320,2.5483,2.5473,240081-1-5-48.xlsx
321,2.5517,2.553,240081-1-5-48.xlsx
322,2.5529,2.5514,240081-1-5-48.xlsx
323,2.5441,2.5415,240081-1-5-48.xlsx
324,2.542,2.5409,240081-1-5-48.xlsx
325,2.5407,2.5401,240081-1-5-48.xlsx
326,2.5419,2.5424,240081-1-5-48.xlsx
327,2.552,2.553,240081-1-5-48.xlsx
328,2.5503,2.5481,240081-1-5-48.xlsx
329,2.543,2.5406,240081-1-5-48.xlsx
330,2.5369,2.5357,240081-1-5-48.xlsx
331,2.5358,2.5353,240081-1-5-48.xlsx
332,2.5378,2.5385,240081-1-5-48.xlsx
333,2.5439,2.5436,240081-1-5-48.xlsx
334,2.5397,2.5385,240081-1-5-48.xlsx
335,2.5379,2.5365,240081-1-5-48.xlsx
336,2.533,2.5316,240081-1-5-48.xlsx
337,2.5331,2.533,240081-1-5-48.xlsx
338,2.5352,2.5355,240081-1-5-48.xlsx
339,2.5335,2.5311,240081-1-5-48.xlsx
340,2.5217,2.519,240081-1-5-48.xlsx
341,2.5183,2.5168,240081-1-5-48.xlsx
342,2.515,2.5131,240081-1-5-48.xlsx
343,2.5096,2.5082,240081-1-5-48.xlsx
344,2.5065,2.505,240081-1-5-48.xlsx
345,2.5001,2.4979,240081-1-5-48.xlsx
346,2.4941,2.4925,240081-1-5-48.xlsx
347,2.491,2.4898,240081-1-5-48.xlsx
348,2.4895,2.4891,240081-1-5-48.xlsx
349,2.4951,2.4963,240081-1-5-48.xlsx
350,2.5001,2.4995,240081-1-5-48.xlsx
351,2.4961,2.4943,240081-1-5-48.xlsx
352,2.49,2.488,240081-1-5-48.xlsx
353,2.4836,2.4812,240081-1-5-48.xlsx
354,2.4819,2.4819,240081-1-5-48.xlsx
355,2.4916,2.4942,240081-1-5-48.xlsx
356,2.5006,2.5003,240081-1-5-48.xlsx
357,2.4861,2.4806,240081-1-5-48.xlsx
358,2.4649,2.46,240081-1-5-48.xlsx
359,2.4544,2.4516,240081-1-5-48.xlsx
360,2.4547,2.4548,240081-1-5-48.xlsx
361,2.4618,2.463,240081-1-5-48.xlsx
362,2.4629,2.462,240081-1-5-48.xlsx
363,2.4647,2.4654,240081-1-5-48.xlsx
364,2.4696,2.4701,240081-1-5-48.xlsx
365,2.4709,2.4704,240081-1-5-48.xlsx
366,2.4691,2.469,240081-1-5-48.xlsx
367,2.4679,2.4659,240081-1-5-48.xlsx
368,2.4552,2.4519,240081-1-5-48.xlsx
369,2.4527,2.4538,240081-1-5-48.xlsx
370,2.4576,2.4577,240081-1-5-48.xlsx
371,2.4595,2.4604,240081-1-5-48.xlsx
372,2.4701,2.4726,240081-1-5-48.xlsx
373,2.4801,2.4808,240081-1-5-48.xlsx
374,2.4748,2.4729,240081-1-5-48.xlsx
375,2.4697,2.4685,240081-1-5-48.xlsx
376,2.4667,2.4655,240081-1-5-48.xlsx
377,2.466,2.4665,240081-1-5-48.xlsx
378,2.4743,2.4757,240081-1-5-48.xlsx
379,2.4782,2.478,240081-1-5-48.xlsx
380,2.4744,2.473,240081-1-5-48.xlsx
381,2.4694,2.4681,240081-1-5-48.xlsx
382,2.4646,2.4631,240081-1-5-48.xlsx
383,2.4627,2.4627,240081-1-5-48.xlsx
384,2.4701,2.4711,240081-1-5-48.xlsx
385,2.4664,2.4648,240081-1-5-48.xlsx
386,2.4595,2.4577,240081-1-5-48.xlsx
387,2.4567,2.4557,240081-1-5-48.xlsx
388,2.4538,2.4523,240081-1-5-48.xlsx
389,2.4477,2.446,240081-1-5-48.xlsx
390,2.445,2.4444,240081-1-5-48.xlsx
391,2.4432,2.4416,240081-1-5-48.xlsx
392,2.4421,2.4414,240081-1-5-48.xlsx
393,2.442,2.4411,240081-1-5-48.xlsx
394,2.4335,2.4315,240081-1-5-48.xlsx
395,2.4357,2.4356,240081-1-5-48.xlsx
396,2.4382,2.4379,240081-1-5-48.xlsx
397,2.4331,2.4316,240081-1-5-48.xlsx
398,2.4314,2.4306,240081-1-5-48.xlsx
399,2.4286,2.4439,240081-1-5-48.xlsx
400,2.431,2.4159,240081-1-5-48.xlsx
401,2.4101,2.4059,240081-1-5-48.xlsx
402,2.4025,2.4002,240081-1-5-48.xlsx
403,2.3978,2.3963,240081-1-5-48.xlsx
404,2.3955,2.3939,240081-1-5-48.xlsx
405,2.3921,0.7283,240081-1-5-48.xlsx
