循环号,充电容量(Ah),放电容量(Ah),文件名
64,3.1883,3.1866,240081-2-6-52.xlsx
65,3.1841,3.1809,240081-2-6-52.xlsx
66,3.1783,3.1755,240081-2-6-52.xlsx
67,3.1735,3.1708,240081-2-6-52.xlsx
68,3.171,3.17,240081-2-6-52.xlsx
69,3.174,3.1748,240081-2-6-52.xlsx
70,3.1821,3.1807,240081-2-6-52.xlsx
71,3.1595,3.1514,240081-2-6-52.xlsx
72,3.1476,3.1431,240081-2-6-52.xlsx
73,3.1415,3.1379,240081-2-6-52.xlsx
74,3.1389,3.1367,240081-2-6-52.xlsx
75,3.1374,3.1347,240081-2-6-52.xlsx
76,3.1325,3.1295,240081-2-6-52.xlsx
77,3.1285,3.1248,240081-2-6-52.xlsx
78,3.1215,3.118,240081-2-6-52.xlsx
79,3.1178,3.1153,240081-2-6-52.xlsx
80,3.1177,3.1155,240081-2-6-52.xlsx
81,3.1156,3.1127,240081-2-6-52.xlsx
82,3.1117,3.1091,240081-2-6-52.xlsx
83,3.1052,3.1014,240081-2-6-52.xlsx
84,3.101,3.0981,240081-2-6-52.xlsx
85,3.0976,3.0951,240081-2-6-52.xlsx
86,3.0981,3.0967,240081-2-6-52.xlsx
87,3.0971,3.0948,240081-2-6-52.xlsx
88,3.0916,3.0881,240081-2-6-52.xlsx
89,3.0862,3.0831,240081-2-6-52.xlsx
90,3.0823,3.0812,240081-2-6-52.xlsx
91,3.0899,3.0899,240081-2-6-52.xlsx
92,3.0906,3.0884,240081-2-6-52.xlsx
93,3.0806,3.0761,240081-2-6-52.xlsx
94,3.0725,3.069,240081-2-6-52.xlsx
95,3.0666,3.0636,240081-2-6-52.xlsx
96,3.0656,3.0636,240081-2-6-52.xlsx
97,3.0646,3.0624,240081-2-6-52.xlsx
98,3.0608,3.0576,240081-2-6-52.xlsx
99,3.0549,3.0517,240081-2-6-52.xlsx
100,3.0504,3.0478,240081-2-6-52.xlsx
101,3.047,3.0438,240081-2-6-52.xlsx
102,3.043,3.0402,240081-2-6-52.xlsx
103,3.0403,3.0368,240081-2-6-52.xlsx
104,3.0363,3.0338,240081-2-6-52.xlsx
105,3.0341,3.0309,240081-2-6-52.xlsx
106,3.0303,3.0277,240081-2-6-52.xlsx
107,3.027,3.0236,240081-2-6-52.xlsx
108,3.0236,3.0215,240081-2-6-52.xlsx
109,3.0191,3.016,240081-2-6-52.xlsx
110,3.0162,3.0133,240081-2-6-52.xlsx
111,3.0131,3.0097,240081-2-6-52.xlsx
112,3.009,3.0071,240081-2-6-52.xlsx
113,3.0097,3.0064,240081-2-6-52.xlsx
114,3.0033,2.9998,240081-2-6-52.xlsx
115,2.9989,2.9961,240081-2-6-52.xlsx
116,2.9963,2.9938,240081-2-6-52.xlsx
117,2.9918,2.9888,240081-2-6-52.xlsx
118,2.9887,2.9861,240081-2-6-52.xlsx
119,2.9861,2.9836,240081-2-6-52.xlsx
120,2.9806,2.9774,240081-2-6-52.xlsx
121,2.9779,2.9747,240081-2-6-52.xlsx
122,2.9758,2.9736,240081-2-6-52.xlsx
123,2.973,2.9703,240081-2-6-52.xlsx
124,2.9715,2.9693,240081-2-6-52.xlsx
125,2.9674,2.9644,240081-2-6-52.xlsx
126,2.9625,2.9592,240081-2-6-52.xlsx
127,2.9572,2.9553,240081-2-6-52.xlsx
128,2.9565,2.9533,240081-2-6-52.xlsx
129,2.9571,2.955,240081-2-6-52.xlsx
130,2.9531,2.9509,240081-2-6-52.xlsx
131,2.9467,2.9438,240081-2-6-52.xlsx
132,2.944,2.9418,240081-2-6-52.xlsx
133,2.9417,2.9387,240081-2-6-52.xlsx
134,2.9366,2.9348,240081-2-6-52.xlsx
135,2.9383,2.9363,240081-2-6-52.xlsx
136,2.9347,2.9326,240081-2-6-52.xlsx
137,2.9297,2.9269,240081-2-6-52.xlsx
138,2.9256,2.9231,240081-2-6-52.xlsx
139,2.925,2.9238,240081-2-6-52.xlsx
140,2.9232,2.9207,240081-2-6-52.xlsx
141,2.9203,2.9178,240081-2-6-52.xlsx
142,2.9174,2.915,240081-2-6-52.xlsx
143,2.9118,2.909,240081-2-6-52.xlsx
144,2.9097,2.9082,240081-2-6-52.xlsx
145,2.9112,2.9102,240081-2-6-52.xlsx
146,2.9133,2.9113,240081-2-6-52.xlsx
147,2.9026,2.8998,240081-2-6-52.xlsx
148,2.899,2.8961,240081-2-6-52.xlsx
149,2.8945,2.893,240081-2-6-52.xlsx
150,2.9005,2.9024,240081-2-6-52.xlsx
151,2.9097,2.9077,240081-2-6-52.xlsx
152,2.905,2.9026,240081-2-6-52.xlsx
153,2.8969,2.8941,240081-2-6-52.xlsx
154,2.8921,2.8899,240081-2-6-52.xlsx
155,2.8911,2.8908,240081-2-6-52.xlsx
156,2.9053,2.9067,240081-2-6-52.xlsx
157,2.897,2.8932,240081-2-6-52.xlsx
158,2.8888,2.8854,240081-2-6-52.xlsx
159,2.8789,2.8763,240081-2-6-52.xlsx
160,2.8734,2.8713,240081-2-6-52.xlsx
161,2.8766,2.8765,240081-2-6-52.xlsx
162,2.8774,2.8761,240081-2-6-52.xlsx
163,2.872,2.8693,240081-2-6-52.xlsx
164,2.8642,2.8612,240081-2-6-52.xlsx
165,2.855,2.8514,240081-2-6-52.xlsx
166,2.8507,2.8491,240081-2-6-52.xlsx
167,2.8515,2.8501,240081-2-6-52.xlsx
168,2.8547,2.8535,240081-2-6-52.xlsx
169,2.8454,2.8426,240081-2-6-52.xlsx
170,2.8403,2.838,240081-2-6-52.xlsx
171,2.838,2.8358,240081-2-6-52.xlsx
172,2.8346,2.8333,240081-2-6-52.xlsx
173,2.8372,2.8361,240081-2-6-52.xlsx
174,2.8308,2.8274,240081-2-6-52.xlsx
175,2.8215,2.8185,240081-2-6-52.xlsx
176,2.8162,2.8136,240081-2-6-52.xlsx
177,2.8141,2.8128,240081-2-6-52.xlsx
178,2.8222,2.8227,240081-2-6-52.xlsx
179,2.8263,2.8246,240081-2-6-52.xlsx
180,2.8183,2.8157,240081-2-6-52.xlsx
181,2.8115,2.8089,240081-2-6-52.xlsx
182,2.8099,2.8093,240081-2-6-52.xlsx
183,2.8161,2.8172,240081-2-6-52.xlsx
184,2.8264,2.8237,240081-2-6-52.xlsx
185,2.8143,2.8115,240081-2-6-52.xlsx
186,2.8059,2.803,240081-2-6-52.xlsx
187,2.7989,2.7968,240081-2-6-52.xlsx
188,2.8033,2.8034,240081-2-6-52.xlsx
189,2.8199,2.8207,240081-2-6-52.xlsx
190,2.8112,2.8066,240081-2-6-52.xlsx
191,2.8004,2.7991,240081-2-6-52.xlsx
192,2.7958,2.7936,240081-2-6-52.xlsx
193,2.7961,2.7962,240081-2-6-52.xlsx
194,2.8087,2.8099,240081-2-6-52.xlsx
195,2.8194,2.8187,240081-2-6-52.xlsx
196,2.8007,2.7961,240081-2-6-52.xlsx
197,2.7912,2.7883,240081-2-6-52.xlsx
198,2.7853,2.7832,240081-2-6-52.xlsx
199,2.7902,2.7908,240081-2-6-52.xlsx
200,2.7953,2.7951,240081-2-6-52.xlsx
201,2.7931,2.7899,240081-2-6-52.xlsx
202,2.7777,2.7738,240081-2-6-52.xlsx
203,2.7666,2.7636,240081-2-6-52.xlsx
204,2.7673,2.7675,240081-2-6-52.xlsx
205,2.7808,2.7831,240081-2-6-52.xlsx
206,2.7892,2.786,240081-2-6-52.xlsx
207,2.7674,2.7626,240081-2-6-52.xlsx
208,2.7555,2.7536,240081-2-6-52.xlsx
209,2.7506,2.7491,240081-2-6-52.xlsx
210,2.7621,2.7637,240081-2-6-52.xlsx
211,2.7732,2.7739,240081-2-6-52.xlsx
212,2.7639,2.7594,240081-2-6-52.xlsx
213,2.745,2.7412,240081-2-6-52.xlsx
214,2.7426,2.7407,240081-2-6-52.xlsx
215,2.7476,2.7483,240081-2-6-52.xlsx
216,2.7563,2.7559,240081-2-6-52.xlsx
217,2.758,2.7583,240081-2-6-52.xlsx
218,2.7416,2.735,240081-2-6-52.xlsx
219,2.7311,2.7294,240081-2-6-52.xlsx
220,2.7289,2.7284,240081-2-6-52.xlsx
221,2.7465,2.747,240081-2-6-52.xlsx
222,2.7562,2.7575,240081-2-6-52.xlsx
223,2.7443,2.7385,240081-2-6-52.xlsx
224,2.7244,2.7221,240081-2-6-52.xlsx
225,2.723,2.7211,240081-2-6-52.xlsx
226,2.7242,2.7249,240081-2-6-52.xlsx
227,2.7367,2.7359,240081-2-6-52.xlsx
228,2.727,2.7251,240081-2-6-52.xlsx
229,2.7137,2.7094,240081-2-6-52.xlsx
230,2.7085,2.7062,240081-2-6-52.xlsx
231,2.7052,2.7044,240081-2-6-52.xlsx
232,2.7123,2.7129,240081-2-6-52.xlsx
233,2.7123,2.7092,240081-2-6-52.xlsx
234,2.701,2.6971,240081-2-6-52.xlsx
235,2.6943,2.6925,240081-2-6-52.xlsx
236,2.6896,2.6874,240081-2-6-52.xlsx
237,2.6868,2.6849,240081-2-6-52.xlsx
238,2.6861,2.6845,240081-2-6-52.xlsx
239,2.6817,2.6792,240081-2-6-52.xlsx
240,2.6741,2.6721,240081-2-6-52.xlsx
241,2.6716,2.6691,240081-2-6-52.xlsx
242,2.6687,2.6672,240081-2-6-52.xlsx
243,2.672,2.67,240081-2-6-52.xlsx
244,2.6666,2.6634,240081-2-6-52.xlsx
245,2.6563,2.6541,240081-2-6-52.xlsx
246,2.6582,2.6562,240081-2-6-52.xlsx
247,2.6549,2.6532,240081-2-6-52.xlsx
248,2.6591,2.6581,240081-2-6-52.xlsx
249,2.6599,2.6573,240081-2-6-52.xlsx
250,2.6569,2.6557,240081-2-6-52.xlsx
251,2.6517,2.6494,240081-2-6-52.xlsx
252,2.6461,2.6439,240081-2-6-52.xlsx
253,2.6531,2.6539,240081-2-6-52.xlsx
254,2.6619,2.6636,240081-2-6-52.xlsx
255,2.6666,2.6638,240081-2-6-52.xlsx
256,2.6544,2.6519,240081-2-6-52.xlsx
257,2.65,2.6478,240081-2-6-52.xlsx
258,2.6467,2.6455,240081-2-6-52.xlsx
259,2.6452,2.6425,240081-2-6-52.xlsx
260,2.6425,2.6417,240081-2-6-52.xlsx
261,2.6363,2.6344,240081-2-6-52.xlsx
262,2.6327,2.6307,240081-2-6-52.xlsx
263,2.6316,2.63,240081-2-6-52.xlsx
264,2.6406,2.643,240081-2-6-52.xlsx
265,2.6482,2.6455,240081-2-6-52.xlsx
266,2.633,2.6288,240081-2-6-52.xlsx
267,2.6221,2.6187,240081-2-6-52.xlsx
268,2.6147,2.6124,240081-2-6-52.xlsx
269,2.6126,2.6108,240081-2-6-52.xlsx
270,2.6137,2.6137,240081-2-6-52.xlsx
271,2.6194,2.6183,240081-2-6-52.xlsx
272,2.6096,2.6067,240081-2-6-52.xlsx
273,2.6052,2.6028,240081-2-6-52.xlsx
274,2.6031,2.6023,240081-2-6-52.xlsx
275,2.6183,2.6209,240081-2-6-52.xlsx
276,2.6158,2.6124,240081-2-6-52.xlsx
277,2.6008,2.5956,240081-2-6-52.xlsx
278,2.5931,2.5915,240081-2-6-52.xlsx
279,2.5889,2.5872,240081-2-6-52.xlsx
280,2.608,2.6142,240081-2-6-52.xlsx
281,2.6176,2.6149,240081-2-6-52.xlsx
282,2.6062,2.6008,240081-2-6-52.xlsx
283,2.5928,2.5918,240081-2-6-52.xlsx
284,2.5904,2.5885,240081-2-6-52.xlsx
285,2.5912,2.5916,240081-2-6-52.xlsx
286,2.6134,2.6164,240081-2-6-52.xlsx
287,2.6029,2.5974,240081-2-6-52.xlsx
288,2.58,2.5768,240081-2-6-52.xlsx
289,2.5795,2.5779,240081-2-6-52.xlsx
290,2.5775,2.5768,240081-2-6-52.xlsx
291,2.5836,2.5836,240081-2-6-52.xlsx
292,2.5964,2.5989,240081-2-6-52.xlsx
293,2.5909,2.5883,240081-2-6-52.xlsx
294,2.5849,2.5822,240081-2-6-52.xlsx
295,2.5781,2.5754,240081-2-6-52.xlsx
296,2.5794,2.5785,240081-2-6-52.xlsx
297,2.5808,2.5811,240081-2-6-52.xlsx
298,2.5804,2.5782,240081-2-6-52.xlsx
299,2.5675,2.5665,240081-2-6-52.xlsx
300,2.5688,2.5662,240081-2-6-52.xlsx
301,2.5617,2.5606,240081-2-6-52.xlsx
302,2.581,2.5854,240081-2-6-52.xlsx
303,2.5853,2.5835,240081-2-6-52.xlsx
304,2.5763,2.5711,240081-2-6-52.xlsx
305,2.556,2.5531,240081-2-6-52.xlsx
306,2.5508,2.5485,240081-2-6-52.xlsx
307,2.5483,2.5481,240081-2-6-52.xlsx
308,2.5576,2.5592,240081-2-6-52.xlsx
309,2.5593,2.5545,240081-2-6-52.xlsx
310,2.5355,2.5333,240081-2-6-52.xlsx
311,2.5335,2.5304,240081-2-6-52.xlsx
312,2.5306,2.5295,240081-2-6-52.xlsx
313,2.5315,2.529,240081-2-6-52.xlsx
314,2.5455,2.5485,240081-2-6-52.xlsx
315,2.5326,2.5276,240081-2-6-52.xlsx
316,2.5229,2.5207,240081-2-6-52.xlsx
317,2.5216,2.52,240081-2-6-52.xlsx
318,2.5254,2.5246,240081-2-6-52.xlsx
319,2.5376,2.5437,240081-2-6-52.xlsx
320,2.5421,2.5368,240081-2-6-52.xlsx
321,2.524,2.5208,240081-2-6-52.xlsx
322,2.5152,2.5131,240081-2-6-52.xlsx
323,2.5149,2.514,240081-2-6-52.xlsx
324,2.5229,2.523,240081-2-6-52.xlsx
325,2.5291,2.5299,240081-2-6-52.xlsx
326,2.5169,2.516,240081-2-6-52.xlsx
327,2.5193,2.5166,240081-2-6-52.xlsx
328,2.5129,2.5111,240081-2-6-52.xlsx
329,2.5233,2.5232,240081-2-6-52.xlsx
330,2.5255,2.5259,240081-2-6-52.xlsx
331,2.5169,2.5126,240081-2-6-52.xlsx
332,2.4998,2.4975,240081-2-6-52.xlsx
333,2.4982,2.4964,240081-2-6-52.xlsx
334,2.4946,2.4921,240081-2-6-52.xlsx
335,2.4909,2.4908,240081-2-6-52.xlsx
336,2.4876,2.4845,240081-2-6-52.xlsx
337,2.4799,2.4766,240081-2-6-52.xlsx
338,2.4758,2.4743,240081-2-6-52.xlsx
339,2.4732,2.4715,240081-2-6-52.xlsx
340,2.4823,2.4857,240081-2-6-52.xlsx
341,2.4895,2.4891,240081-2-6-52.xlsx
342,2.4847,2.4815,240081-2-6-52.xlsx
343,2.4751,2.4714,240081-2-6-52.xlsx
344,2.465,2.462,240081-2-6-52.xlsx
345,2.4694,2.4737,240081-2-6-52.xlsx
346,2.4959,2.5001,240081-2-6-52.xlsx
347,2.4979,2.4927,240081-2-6-52.xlsx
348,2.4556,2.4443,240081-2-6-52.xlsx
349,2.4339,2.4284,240081-2-6-52.xlsx
350,2.4265,2.4251,240081-2-6-52.xlsx
351,2.4342,2.4354,240081-2-6-52.xlsx
352,2.4451,2.4435,240081-2-6-52.xlsx
353,2.4499,2.4499,240081-2-6-52.xlsx
354,2.4548,2.4575,240081-2-6-52.xlsx
355,2.4577,2.457,240081-2-6-52.xlsx
356,2.4581,2.4564,240081-2-6-52.xlsx
357,2.4511,2.4479,240081-2-6-52.xlsx
358,2.4301,2.4225,240081-2-6-52.xlsx
359,2.4386,2.4438,240081-2-6-52.xlsx
360,2.4459,2.4451,240081-2-6-52.xlsx
361,2.4537,2.4559,240081-2-6-52.xlsx
362,2.4713,2.4751,240081-2-6-52.xlsx
363,2.4758,2.4739,240081-2-6-52.xlsx
364,2.4606,2.4576,240081-2-6-52.xlsx
365,2.4548,2.4534,240081-2-6-52.xlsx
366,2.4525,2.4514,240081-2-6-52.xlsx
367,2.4633,2.4664,240081-2-6-52.xlsx
368,2.4709,2.4725,240081-2-6-52.xlsx
369,2.4665,2.4633,240081-2-6-52.xlsx
370,2.4573,2.4553,240081-2-6-52.xlsx
371,2.4507,2.4486,240081-2-6-52.xlsx
372,2.4477,2.4483,240081-2-6-52.xlsx
373,2.4607,2.464,240081-2-6-52.xlsx
374,1.0438,0.0,240081-2-6-52.xlsx
