循环号,充电容量(Ah),放电容量(Ah),文件名
43,3.2315,3.2296,240081-1-4-48.xlsx
44,3.2288,3.2268,240081-1-4-48.xlsx
45,3.226,3.2241,240081-1-4-48.xlsx
46,3.223,3.2209,240081-1-4-48.xlsx
47,3.2201,3.2182,240081-1-4-48.xlsx
48,3.2179,3.2158,240081-1-4-48.xlsx
49,3.2154,3.2133,240081-1-4-48.xlsx
50,3.2107,3.2086,240081-1-4-48.xlsx
51,3.2073,3.2054,240081-1-4-48.xlsx
52,3.2042,3.2023,240081-1-4-48.xlsx
53,3.2013,3.1995,240081-1-4-48.xlsx
54,3.1982,3.1963,240081-1-4-48.xlsx
55,3.1955,3.1938,240081-1-4-48.xlsx
56,3.1929,3.1908,240081-1-4-48.xlsx
57,3.1901,3.188,240081-1-4-48.xlsx
58,3.1866,3.1846,240081-1-4-48.xlsx
59,3.1834,3.1814,240081-1-4-48.xlsx
60,3.1809,3.1788,240081-1-4-48.xlsx
61,3.1755,3.1736,240081-1-4-48.xlsx
62,3.1733,3.1716,240081-1-4-48.xlsx
63,3.171,3.1691,240081-1-4-48.xlsx
64,3.1683,3.1664,240081-1-4-48.xlsx
65,3.1658,3.1637,240081-1-4-48.xlsx
66,3.1624,3.1605,240081-1-4-48.xlsx
67,3.1587,3.1567,240081-1-4-48.xlsx
68,3.1554,3.1538,240081-1-4-48.xlsx
69,3.1529,3.1507,240081-1-4-48.xlsx
70,3.1495,3.1476,240081-1-4-48.xlsx
71,3.1464,3.1444,240081-1-4-48.xlsx
72,3.1432,3.1414,240081-1-4-48.xlsx
73,3.1387,3.1369,240081-1-4-48.xlsx
74,3.1351,3.1336,240081-1-4-48.xlsx
75,3.1348,3.1329,240081-1-4-48.xlsx
76,3.132,3.13,240081-1-4-48.xlsx
77,3.1286,3.1265,240081-1-4-48.xlsx
78,3.1258,3.1237,240081-1-4-48.xlsx
79,3.1226,3.1204,240081-1-4-48.xlsx
80,3.1192,3.1171,240081-1-4-48.xlsx
81,3.1159,3.1138,240081-1-4-48.xlsx
82,3.1128,3.1106,240081-1-4-48.xlsx
83,3.1099,3.1078,240081-1-4-48.xlsx
84,3.1067,3.1047,240081-1-4-48.xlsx
85,3.1035,3.1015,240081-1-4-48.xlsx
86,3.1004,3.0983,240081-1-4-48.xlsx
87,3.0971,3.0949,240081-1-4-48.xlsx
88,3.0947,3.0925,240081-1-4-48.xlsx
89,3.0917,3.0895,240081-1-4-48.xlsx
90,3.0887,3.0863,240081-1-4-48.xlsx
91,3.0845,3.0824,240081-1-4-48.xlsx
92,3.0812,3.0791,240081-1-4-48.xlsx
93,3.0784,3.0764,240081-1-4-48.xlsx
94,3.0752,3.0732,240081-1-4-48.xlsx
95,3.0721,3.0699,240081-1-4-48.xlsx
96,3.0676,3.0655,240081-1-4-48.xlsx
97,3.0645,3.0627,240081-1-4-48.xlsx
98,3.0616,3.0599,240081-1-4-48.xlsx
99,3.059,3.0572,240081-1-4-48.xlsx
100,3.0563,3.0543,240081-1-4-48.xlsx
101,3.053,3.0511,240081-1-4-48.xlsx
102,3.0496,3.0478,240081-1-4-48.xlsx
103,3.0464,3.0446,240081-1-4-48.xlsx
104,3.0436,3.0418,240081-1-4-48.xlsx
105,3.0407,3.0388,240081-1-4-48.xlsx
106,3.0375,3.0357,240081-1-4-48.xlsx
107,3.0345,3.0327,240081-1-4-48.xlsx
108,3.0315,3.0298,240081-1-4-48.xlsx
109,3.0288,3.0271,240081-1-4-48.xlsx
110,3.026,3.0243,240081-1-4-48.xlsx
111,3.0228,3.0211,240081-1-4-48.xlsx
112,3.0204,3.0187,240081-1-4-48.xlsx
113,3.0178,3.0161,240081-1-4-48.xlsx
114,3.0153,3.0136,240081-1-4-48.xlsx
115,3.0127,3.011,240081-1-4-48.xlsx
116,3.0097,3.008,240081-1-4-48.xlsx
117,3.0065,3.0048,240081-1-4-48.xlsx
118,3.0039,3.0024,240081-1-4-48.xlsx
119,3.001,2.9993,240081-1-4-48.xlsx
120,2.9982,2.9967,240081-1-4-48.xlsx
121,2.9958,2.9942,240081-1-4-48.xlsx
122,2.9933,2.9918,240081-1-4-48.xlsx
123,2.9908,2.9893,240081-1-4-48.xlsx
124,2.9878,2.9863,240081-1-4-48.xlsx
125,2.9848,2.9833,240081-1-4-48.xlsx
126,2.9824,2.9808,240081-1-4-48.xlsx
127,2.9799,2.9785,240081-1-4-48.xlsx
128,2.9771,2.9756,240081-1-4-48.xlsx
129,2.9746,2.9733,240081-1-4-48.xlsx
130,2.9721,2.9705,240081-1-4-48.xlsx
131,2.9691,2.9676,240081-1-4-48.xlsx
132,2.9664,2.9651,240081-1-4-48.xlsx
133,2.9642,2.9627,240081-1-4-48.xlsx
134,2.9619,2.9605,240081-1-4-48.xlsx
135,2.9603,2.9588,240081-1-4-48.xlsx
136,2.9575,2.9559,240081-1-4-48.xlsx
137,2.9541,2.9527,240081-1-4-48.xlsx
138,2.9515,2.9502,240081-1-4-48.xlsx
139,2.949,2.9475,240081-1-4-48.xlsx
140,2.9461,2.9448,240081-1-4-48.xlsx
141,2.9442,2.9428,240081-1-4-48.xlsx
142,2.9414,2.9402,240081-1-4-48.xlsx
143,2.9387,2.9376,240081-1-4-48.xlsx
144,2.9365,2.9354,240081-1-4-48.xlsx
145,2.9343,2.933,240081-1-4-48.xlsx
146,2.9322,2.9308,240081-1-4-48.xlsx
147,2.9293,2.928,240081-1-4-48.xlsx
148,2.9377,2.9425,240081-1-4-48.xlsx
149,2.9395,2.9387,240081-1-4-48.xlsx
150,2.9391,2.9383,240081-1-4-48.xlsx
151,2.9369,2.9357,240081-1-4-48.xlsx
152,2.9345,2.9337,240081-1-4-48.xlsx
153,2.9338,2.9329,240081-1-4-48.xlsx
154,2.9337,2.9333,240081-1-4-48.xlsx
155,2.9314,2.9299,240081-1-4-48.xlsx
156,2.9295,2.9286,240081-1-4-48.xlsx
157,2.9286,2.9275,240081-1-4-48.xlsx
158,2.9266,2.9259,240081-1-4-48.xlsx
159,2.9289,2.9298,240081-1-4-48.xlsx
160,2.9332,2.9276,240081-1-4-48.xlsx
161,2.8992,2.8937,240081-1-4-48.xlsx
162,2.8927,2.8915,240081-1-4-48.xlsx
163,2.8905,2.8896,240081-1-4-48.xlsx
164,2.8888,2.8879,240081-1-4-48.xlsx
165,2.8855,2.8851,240081-1-4-48.xlsx
166,2.8837,2.883,240081-1-4-48.xlsx
167,2.8826,2.8818,240081-1-4-48.xlsx
168,2.8801,2.8792,240081-1-4-48.xlsx
169,2.8787,2.8777,240081-1-4-48.xlsx
170,2.8755,2.8745,240081-1-4-48.xlsx
171,2.8732,2.8723,240081-1-4-48.xlsx
172,2.8711,2.8701,240081-1-4-48.xlsx
173,2.87,2.869,240081-1-4-48.xlsx
174,2.8678,2.8667,240081-1-4-48.xlsx
175,2.8651,2.864,240081-1-4-48.xlsx
176,2.8632,2.8621,240081-1-4-48.xlsx
177,2.8607,2.8598,240081-1-4-48.xlsx
178,2.8584,2.8575,240081-1-4-48.xlsx
179,2.8563,2.8554,240081-1-4-48.xlsx
180,2.8543,2.8533,240081-1-4-48.xlsx
181,2.8525,2.8516,240081-1-4-48.xlsx
182,2.8507,2.8497,240081-1-4-48.xlsx
183,2.8487,2.8476,240081-1-4-48.xlsx
184,2.8461,2.845,240081-1-4-48.xlsx
185,2.8436,2.8425,240081-1-4-48.xlsx
186,2.841,2.8398,240081-1-4-48.xlsx
187,2.8382,2.8373,240081-1-4-48.xlsx
188,2.8353,2.8343,240081-1-4-48.xlsx
189,2.8328,2.8319,240081-1-4-48.xlsx
190,2.8307,2.8299,240081-1-4-48.xlsx
191,2.8284,2.8275,240081-1-4-48.xlsx
192,2.8264,2.8255,240081-1-4-48.xlsx
193,2.8239,2.8232,240081-1-4-48.xlsx
194,2.822,2.8213,240081-1-4-48.xlsx
195,2.8203,2.8195,240081-1-4-48.xlsx
196,2.8184,2.8176,240081-1-4-48.xlsx
197,2.8164,2.8156,240081-1-4-48.xlsx
198,2.814,2.8133,240081-1-4-48.xlsx
199,2.812,2.8113,240081-1-4-48.xlsx
200,2.8097,2.8089,240081-1-4-48.xlsx
201,2.8077,2.8069,240081-1-4-48.xlsx
202,2.8058,2.8049,240081-1-4-48.xlsx
203,2.8034,2.8027,240081-1-4-48.xlsx
204,2.8004,2.7998,240081-1-4-48.xlsx
205,2.7989,2.7981,240081-1-4-48.xlsx
206,2.7967,2.796,240081-1-4-48.xlsx
207,2.7947,2.7938,240081-1-4-48.xlsx
208,2.7925,2.7917,240081-1-4-48.xlsx
209,2.7898,2.7891,240081-1-4-48.xlsx
210,2.7877,2.787,240081-1-4-48.xlsx
211,2.7995,2.8068,240081-1-4-48.xlsx
212,2.8108,2.8105,240081-1-4-48.xlsx
213,2.8067,2.8066,240081-1-4-48.xlsx
214,2.8078,2.8088,240081-1-4-48.xlsx
215,2.8161,2.8174,240081-1-4-48.xlsx
216,2.8114,2.8095,240081-1-4-48.xlsx
217,2.8036,2.802,240081-1-4-48.xlsx
218,2.7996,2.7985,240081-1-4-48.xlsx
219,2.797,2.7968,240081-1-4-48.xlsx
220,2.802,2.8033,240081-1-4-48.xlsx
221,2.807,2.8074,240081-1-4-48.xlsx
222,2.802,2.7995,240081-1-4-48.xlsx
223,2.7918,2.7905,240081-1-4-48.xlsx
224,2.7898,2.7892,240081-1-4-48.xlsx
225,2.7895,2.7898,240081-1-4-48.xlsx
226,2.7937,2.7947,240081-1-4-48.xlsx
227,2.7961,2.7963,240081-1-4-48.xlsx
228,2.7929,2.7912,240081-1-4-48.xlsx
229,2.7825,2.7808,240081-1-4-48.xlsx
230,2.778,2.7772,240081-1-4-48.xlsx
231,2.7778,2.7784,240081-1-4-48.xlsx
232,2.7839,2.7854,240081-1-4-48.xlsx
233,2.7909,2.791,240081-1-4-48.xlsx
234,2.7836,2.781,240081-1-4-48.xlsx
235,2.775,2.7737,240081-1-4-48.xlsx
236,2.7729,2.772,240081-1-4-48.xlsx
237,2.7723,2.7722,240081-1-4-48.xlsx
238,2.777,2.7773,240081-1-4-48.xlsx
239,2.776,2.7751,240081-1-4-48.xlsx
240,2.7677,2.7658,240081-1-4-48.xlsx
241,2.7616,2.7604,240081-1-4-48.xlsx
242,2.757,2.7561,240081-1-4-48.xlsx
243,2.7563,2.7564,240081-1-4-48.xlsx
244,2.7574,2.7576,240081-1-4-48.xlsx
245,2.7544,2.7535,240081-1-4-48.xlsx
246,2.7481,2.7467,240081-1-4-48.xlsx
247,2.7433,2.7425,240081-1-4-48.xlsx
248,2.7402,2.7393,240081-1-4-48.xlsx
249,2.7378,2.7372,240081-1-4-48.xlsx
250,2.7367,2.7363,240081-1-4-48.xlsx
251,2.7352,2.7344,240081-1-4-48.xlsx
252,2.7313,2.7301,240081-1-4-48.xlsx
253,2.7276,2.7264,240081-1-4-48.xlsx
254,2.7247,2.7236,240081-1-4-48.xlsx
255,2.7242,2.7239,240081-1-4-48.xlsx
256,2.7243,2.7238,240081-1-4-48.xlsx
257,2.7211,2.7197,240081-1-4-48.xlsx
258,2.7159,2.715,240081-1-4-48.xlsx
259,2.7141,2.7135,240081-1-4-48.xlsx
260,2.7116,2.7112,240081-1-4-48.xlsx
261,2.7119,2.7121,240081-1-4-48.xlsx
262,2.7126,2.7126,240081-1-4-48.xlsx
263,2.7128,2.7126,240081-1-4-48.xlsx
264,2.7102,2.7095,240081-1-4-48.xlsx
265,2.7058,2.7048,240081-1-4-48.xlsx
266,2.7033,2.7032,240081-1-4-48.xlsx
267,2.7075,2.7085,240081-1-4-48.xlsx
268,2.715,2.7164,240081-1-4-48.xlsx
269,2.7146,2.7136,240081-1-4-48.xlsx
270,2.7102,2.7092,240081-1-4-48.xlsx
271,2.7069,2.706,240081-1-4-48.xlsx
272,2.7041,2.7034,240081-1-4-48.xlsx
273,2.7029,2.7019,240081-1-4-48.xlsx
274,2.7009,2.7006,240081-1-4-48.xlsx
275,2.6975,2.6963,240081-1-4-48.xlsx
276,2.6951,2.6944,240081-1-4-48.xlsx
277,2.693,2.6924,240081-1-4-48.xlsx
278,2.6927,2.6932,240081-1-4-48.xlsx
279,2.6972,2.698,240081-1-4-48.xlsx
280,2.6949,2.6938,240081-1-4-48.xlsx
281,2.6864,2.6848,240081-1-4-48.xlsx
282,2.6807,2.6795,240081-1-4-48.xlsx
283,2.6758,2.6747,240081-1-4-48.xlsx
284,2.6732,2.6725,240081-1-4-48.xlsx
285,2.6724,2.6726,240081-1-4-48.xlsx
286,2.6749,2.6747,240081-1-4-48.xlsx
287,2.6715,2.6706,240081-1-4-48.xlsx
288,2.6682,2.6674,240081-1-4-48.xlsx
289,2.6646,2.6641,240081-1-4-48.xlsx
290,2.6677,2.6691,240081-1-4-48.xlsx
291,2.6735,2.6735,240081-1-4-48.xlsx
292,2.6688,2.6674,240081-1-4-48.xlsx
293,2.6601,2.6586,240081-1-4-48.xlsx
294,2.6557,2.6546,240081-1-4-48.xlsx
295,2.6531,2.6529,240081-1-4-48.xlsx
296,2.6625,2.6652,240081-1-4-48.xlsx
297,2.6689,2.6688,240081-1-4-48.xlsx
298,2.6628,2.6608,240081-1-4-48.xlsx
299,2.6556,2.6548,240081-1-4-48.xlsx
300,2.6535,2.653,240081-1-4-48.xlsx
301,2.6513,2.6513,240081-1-4-48.xlsx
302,2.657,2.6589,240081-1-4-48.xlsx
303,2.6638,2.6633,240081-1-4-48.xlsx
304,2.6534,2.6508,240081-1-4-48.xlsx
305,2.6459,2.6449,240081-1-4-48.xlsx
306,2.6438,2.6431,240081-1-4-48.xlsx
307,2.6445,2.6448,240081-1-4-48.xlsx
308,2.6464,2.6471,240081-1-4-48.xlsx
309,2.6516,2.6518,240081-1-4-48.xlsx
310,2.6486,2.6484,240081-1-4-48.xlsx
311,2.6454,2.6448,240081-1-4-48.xlsx
312,2.6416,2.6406,240081-1-4-48.xlsx
313,2.6391,2.6391,240081-1-4-48.xlsx
314,2.6422,2.6427,240081-1-4-48.xlsx
315,2.6433,2.6431,240081-1-4-48.xlsx
316,2.6371,2.6358,240081-1-4-48.xlsx
317,2.6349,2.6346,240081-1-4-48.xlsx
318,2.6322,2.6314,240081-1-4-48.xlsx
319,2.6321,2.6336,240081-1-4-48.xlsx
320,2.6418,2.6434,240081-1-4-48.xlsx
321,2.6427,2.6422,240081-1-4-48.xlsx
322,2.6325,2.6299,240081-1-4-48.xlsx
323,2.6243,2.623,240081-1-4-48.xlsx
324,2.6192,2.6183,240081-1-4-48.xlsx
325,2.6156,2.6152,240081-1-4-48.xlsx
326,2.6177,2.619,240081-1-4-48.xlsx
327,2.6191,2.6179,240081-1-4-48.xlsx
328,2.6077,2.6062,240081-1-4-48.xlsx
329,2.6026,2.6015,240081-1-4-48.xlsx
330,2.5986,2.5981,240081-1-4-48.xlsx
331,2.5981,2.5981,240081-1-4-48.xlsx
332,2.6016,2.603,240081-1-4-48.xlsx
333,2.6044,2.6038,240081-1-4-48.xlsx
334,2.5967,2.5951,240081-1-4-48.xlsx
335,2.5938,2.5933,240081-1-4-48.xlsx
336,2.5924,2.5922,240081-1-4-48.xlsx
337,2.5925,2.5928,240081-1-4-48.xlsx
338,2.6005,2.602,240081-1-4-48.xlsx
339,2.6018,2.6007,240081-1-4-48.xlsx
340,2.5934,2.5921,240081-1-4-48.xlsx
341,2.587,2.5861,240081-1-4-48.xlsx
342,2.5861,2.5858,240081-1-4-48.xlsx
343,2.5871,2.5877,240081-1-4-48.xlsx
344,2.593,2.5945,240081-1-4-48.xlsx
345,2.5909,2.5901,240081-1-4-48.xlsx
346,2.5886,2.5884,240081-1-4-48.xlsx
347,2.5858,2.5851,240081-1-4-48.xlsx
348,2.5838,2.5838,240081-1-4-48.xlsx
349,2.5868,2.5874,240081-1-4-48.xlsx
350,2.5895,2.5894,240081-1-4-48.xlsx
351,2.5825,2.5803,240081-1-4-48.xlsx
352,2.5752,2.5743,240081-1-4-48.xlsx
353,2.5736,2.573,240081-1-4-48.xlsx
354,2.5688,2.5677,240081-1-4-48.xlsx
355,2.5655,2.5653,240081-1-4-48.xlsx
356,2.5627,2.5615,240081-1-4-48.xlsx
357,2.5571,2.5558,240081-1-4-48.xlsx
358,2.5534,2.5528,240081-1-4-48.xlsx
359,2.5511,2.5505,240081-1-4-48.xlsx
360,2.5514,2.5518,240081-1-4-48.xlsx
361,2.5583,2.5597,240081-1-4-48.xlsx
362,2.5599,2.5592,240081-1-4-48.xlsx
363,2.5542,2.5533,240081-1-4-48.xlsx
364,2.5489,2.5476,240081-1-4-48.xlsx
365,2.5426,2.5415,240081-1-4-48.xlsx
366,2.5455,2.5468,240081-1-4-48.xlsx
367,2.5564,2.5591,240081-1-4-48.xlsx
368,2.5609,2.5597,240081-1-4-48.xlsx
369,2.5431,2.5386,240081-1-4-48.xlsx
370,2.5254,2.5221,240081-1-4-48.xlsx
371,2.5167,2.5152,240081-1-4-48.xlsx
372,2.5196,2.5202,240081-1-4-48.xlsx
373,2.5273,2.5285,240081-1-4-48.xlsx
374,2.527,2.5266,240081-1-4-48.xlsx
375,2.5309,2.5319,240081-1-4-48.xlsx
376,2.5357,2.536,240081-1-4-48.xlsx
377,2.5354,2.5352,240081-1-4-48.xlsx
378,2.5349,2.5353,240081-1-4-48.xlsx
379,2.5327,2.5306,240081-1-4-48.xlsx
380,2.5203,2.5182,240081-1-4-48.xlsx
381,2.5229,2.5243,240081-1-4-48.xlsx
382,2.5267,2.5271,240081-1-4-48.xlsx
383,2.5295,2.531,240081-1-4-48.xlsx
384,2.5389,2.5418,240081-1-4-48.xlsx
385,2.5454,2.5458,240081-1-4-48.xlsx
386,2.5376,2.5367,240081-1-4-48.xlsx
387,2.5331,2.5327,240081-1-4-48.xlsx
388,2.5294,2.529,240081-1-4-48.xlsx
389,2.5297,2.5312,240081-1-4-48.xlsx
390,2.537,2.5387,240081-1-4-48.xlsx
391,2.5397,2.5397,240081-1-4-48.xlsx
392,2.5351,2.5344,240081-1-4-48.xlsx
393,2.5303,2.5296,240081-1-4-48.xlsx
394,2.5257,2.5248,240081-1-4-48.xlsx
395,2.5244,2.5249,240081-1-4-48.xlsx
396,2.5313,2.5326,240081-1-4-48.xlsx
397,2.5279,2.5271,240081-1-4-48.xlsx
398,2.5208,2.5201,240081-1-4-48.xlsx
399,2.5189,2.5188,240081-1-4-48.xlsx
400,2.5167,2.5162,240081-1-4-48.xlsx
401,2.5109,2.5102,240081-1-4-48.xlsx
402,2.5097,2.5096,240081-1-4-48.xlsx
403,2.5057,2.5053,240081-1-4-48.xlsx
404,2.5041,2.5042,240081-1-4-48.xlsx
405,2.5044,2.5042,240081-1-4-48.xlsx
406,2.4927,2.4915,240081-1-4-48.xlsx
407,2.4971,2.4973,240081-1-4-48.xlsx
408,2.5003,2.5006,240081-1-4-48.xlsx
409,2.4977,2.4966,240081-1-4-48.xlsx
410,2.4937,2.4936,240081-1-4-48.xlsx
411,2.4922,2.4918,240081-1-4-48.xlsx
412,2.4796,2.4824,240081-1-4-48.xlsx
413,2.4781,2.473,240081-1-4-48.xlsx
414,2.4701,2.4678,240081-1-4-48.xlsx
415,2.4657,2.4643,240081-1-4-48.xlsx
416,2.4647,2.4637,240081-1-4-48.xlsx
417,2.4633,2.4625,240081-1-4-48.xlsx
418,2.4581,2.4587,240081-1-4-48.xlsx
419,2.4795,2.4815,240081-1-4-48.xlsx
420,2.4715,2.4683,240081-1-4-48.xlsx
421,2.4497,2.4444,240081-1-4-48.xlsx
422,2.4297,2.4268,240081-1-4-48.xlsx
423,2.4245,2.4145,240081-1-4-48.xlsx
424,2.4042,2.4025,240081-1-4-48.xlsx
425,2.4,2.3985,240081-1-4-48.xlsx
426,2.3974,2.396,240081-1-4-48.xlsx
427,2.3959,2.3947,240081-1-4-48.xlsx
428,2.3927,2.3913,240081-1-4-48.xlsx
429,2.3894,2.3882,240081-1-4-48.xlsx
430,2.3873,2.3869,240081-1-4-48.xlsx
431,2.3868,2.3857,240081-1-4-48.xlsx
432,2.3853,2.3845,240081-1-4-48.xlsx
