循环号,充电容量(Ah),放电容量(Ah),文件名
164,2.8791,2.8776,240081-1-6-48.xlsx
165,2.8769,2.8752,240081-1-6-48.xlsx
166,2.874,2.8723,240081-1-6-48.xlsx
167,2.8718,2.8702,240081-1-6-48.xlsx
168,2.8694,2.8676,240081-1-6-48.xlsx
169,2.867,2.8652,240081-1-6-48.xlsx
170,2.8641,2.8624,240081-1-6-48.xlsx
171,2.8615,2.8598,240081-1-6-48.xlsx
172,2.8592,2.8574,240081-1-6-48.xlsx
173,2.8564,2.8548,240081-1-6-48.xlsx
174,2.8541,2.8523,240081-1-6-48.xlsx
175,2.8512,2.8497,240081-1-6-48.xlsx
176,2.8492,2.8475,240081-1-6-48.xlsx
177,2.8468,2.845,240081-1-6-48.xlsx
178,2.8446,2.8428,240081-1-6-48.xlsx
179,2.842,2.8403,240081-1-6-48.xlsx
180,2.8399,2.8382,240081-1-6-48.xlsx
181,2.8375,2.836,240081-1-6-48.xlsx
182,2.8361,2.8345,240081-1-6-48.xlsx
183,2.8327,2.831,240081-1-6-48.xlsx
184,2.8302,2.8286,240081-1-6-48.xlsx
185,2.8273,2.8258,240081-1-6-48.xlsx
186,2.8247,2.8231,240081-1-6-48.xlsx
187,2.8221,2.8205,240081-1-6-48.xlsx
188,2.8195,2.8181,240081-1-6-48.xlsx
189,2.8165,2.815,240081-1-6-48.xlsx
190,2.8138,2.8124,240081-1-6-48.xlsx
191,2.8115,2.81,240081-1-6-48.xlsx
192,2.8092,2.8075,240081-1-6-48.xlsx
193,2.8067,2.8051,240081-1-6-48.xlsx
194,2.8041,2.8024,240081-1-6-48.xlsx
195,2.802,2.8006,240081-1-6-48.xlsx
196,2.7993,2.798,240081-1-6-48.xlsx
197,2.7971,2.7957,240081-1-6-48.xlsx
198,2.7945,2.7931,240081-1-6-48.xlsx
199,2.7922,2.7907,240081-1-6-48.xlsx
200,2.7901,2.7887,240081-1-6-48.xlsx
201,2.7868,2.7854,240081-1-6-48.xlsx
202,2.7841,2.7825,240081-1-6-48.xlsx
203,2.8054,2.8125,240081-1-6-48.xlsx
204,2.8064,2.8051,240081-1-6-48.xlsx
205,2.806,2.8054,240081-1-6-48.xlsx
206,2.8111,2.8122,240081-1-6-48.xlsx
207,2.8127,2.8102,240081-1-6-48.xlsx
208,2.8019,2.7989,240081-1-6-48.xlsx
209,2.7961,2.7938,240081-1-6-48.xlsx
210,2.7922,2.7907,240081-1-6-48.xlsx
211,2.7973,2.7978,240081-1-6-48.xlsx
212,2.8031,2.8028,240081-1-6-48.xlsx
213,2.7976,2.7943,240081-1-6-48.xlsx
214,2.7862,2.7841,240081-1-6-48.xlsx
215,2.784,2.7823,240081-1-6-48.xlsx
216,2.7847,2.7841,240081-1-6-48.xlsx
217,2.79,2.7898,240081-1-6-48.xlsx
218,2.7916,2.7908,240081-1-6-48.xlsx
219,2.7854,2.7821,240081-1-6-48.xlsx
220,2.7756,2.7735,240081-1-6-48.xlsx
221,2.7716,2.7702,240081-1-6-48.xlsx
222,2.7751,2.7752,240081-1-6-48.xlsx
223,2.7838,2.7846,240081-1-6-48.xlsx
224,2.7829,2.7805,240081-1-6-48.xlsx
225,2.7698,2.7668,240081-1-6-48.xlsx
226,2.7662,2.7644,240081-1-6-48.xlsx
227,2.7638,2.7624,240081-1-6-48.xlsx
228,2.767,2.7669,240081-1-6-48.xlsx
229,2.7672,2.7657,240081-1-6-48.xlsx
230,2.7587,2.7559,240081-1-6-48.xlsx
231,2.7512,2.7491,240081-1-6-48.xlsx
232,2.7461,2.7442,240081-1-6-48.xlsx
233,2.7452,2.7443,240081-1-6-48.xlsx
234,2.7473,2.7465,240081-1-6-48.xlsx
235,2.7444,2.7424,240081-1-6-48.xlsx
236,2.7384,2.7358,240081-1-6-48.xlsx
237,2.7338,2.7318,240081-1-6-48.xlsx
238,2.7303,2.7283,240081-1-6-48.xlsx
239,2.7283,2.7266,240081-1-6-48.xlsx
240,2.7266,2.7251,240081-1-6-48.xlsx
241,2.7224,2.7205,240081-1-6-48.xlsx
242,2.717,2.7149,240081-1-6-48.xlsx
243,2.7115,2.7097,240081-1-6-48.xlsx
244,2.7086,2.7074,240081-1-6-48.xlsx
245,2.7088,2.7079,240081-1-6-48.xlsx
246,2.7063,2.7045,240081-1-6-48.xlsx
247,2.6995,2.6976,240081-1-6-48.xlsx
248,2.6966,2.6952,240081-1-6-48.xlsx
249,2.694,2.6925,240081-1-6-48.xlsx
250,2.6939,2.693,240081-1-6-48.xlsx
251,2.695,2.6942,240081-1-6-48.xlsx
252,2.6952,2.6943,240081-1-6-48.xlsx
253,2.6932,2.6915,240081-1-6-48.xlsx
254,2.6889,2.6868,240081-1-6-48.xlsx
255,2.6853,2.6842,240081-1-6-48.xlsx
256,2.6894,2.6896,240081-1-6-48.xlsx
257,2.6976,2.6982,240081-1-6-48.xlsx
258,2.6957,2.6938,240081-1-6-48.xlsx
259,2.69,2.6882,240081-1-6-48.xlsx
260,2.686,2.6843,240081-1-6-48.xlsx
261,2.6837,2.6825,240081-1-6-48.xlsx
262,2.6796,2.6778,240081-1-6-48.xlsx
263,2.6791,2.6772,240081-1-6-48.xlsx
264,2.6746,2.6729,240081-1-6-48.xlsx
265,2.6714,2.6699,240081-1-6-48.xlsx
266,2.6694,2.668,240081-1-6-48.xlsx
267,2.6735,2.6735,240081-1-6-48.xlsx
268,2.6755,2.6744,240081-1-6-48.xlsx
269,2.668,2.6653,240081-1-6-48.xlsx
270,2.6602,2.658,240081-1-6-48.xlsx
271,2.6542,2.6521,240081-1-6-48.xlsx
272,2.6506,2.649,240081-1-6-48.xlsx
273,2.6493,2.6482,240081-1-6-48.xlsx
274,2.6518,2.6513,240081-1-6-48.xlsx
275,2.6487,2.6469,240081-1-6-48.xlsx
276,2.645,2.6433,240081-1-6-48.xlsx
277,2.6413,2.6398,240081-1-6-48.xlsx
278,2.6433,2.6438,240081-1-6-48.xlsx
279,2.6496,2.6491,240081-1-6-48.xlsx
280,2.6445,2.6422,240081-1-6-48.xlsx
281,2.6353,2.6333,240081-1-6-48.xlsx
282,2.6304,2.6287,240081-1-6-48.xlsx
283,2.6291,2.6289,240081-1-6-48.xlsx
284,2.6424,2.6441,240081-1-6-48.xlsx
285,2.6446,2.6434,240081-1-6-48.xlsx
286,2.6347,2.632,240081-1-6-48.xlsx
287,2.6301,2.6286,240081-1-6-48.xlsx
288,2.6269,2.6254,240081-1-6-48.xlsx
289,2.6276,2.6274,240081-1-6-48.xlsx
290,2.6363,2.637,240081-1-6-48.xlsx
291,2.6314,2.6285,240081-1-6-48.xlsx
292,2.6192,2.6168,240081-1-6-48.xlsx
293,2.6157,2.6143,240081-1-6-48.xlsx
294,2.6142,2.6134,240081-1-6-48.xlsx
295,2.6174,2.6171,240081-1-6-48.xlsx
296,2.6236,2.6236,240081-1-6-48.xlsx
297,2.6208,2.62,240081-1-6-48.xlsx
298,2.6189,2.6175,240081-1-6-48.xlsx
299,2.6146,2.613,240081-1-6-48.xlsx
300,2.6116,2.6109,240081-1-6-48.xlsx
301,2.6138,2.6136,240081-1-6-48.xlsx
302,2.6143,2.6132,240081-1-6-48.xlsx
303,2.6065,2.6047,240081-1-6-48.xlsx
304,2.605,2.604,240081-1-6-48.xlsx
305,2.6009,2.5996,240081-1-6-48.xlsx
306,2.6048,2.6059,240081-1-6-48.xlsx
307,2.6141,2.6147,240081-1-6-48.xlsx
308,2.6125,2.6105,240081-1-6-48.xlsx
309,2.6002,2.5971,240081-1-6-48.xlsx
310,2.593,2.5909,240081-1-6-48.xlsx
311,2.5886,2.5866,240081-1-6-48.xlsx
312,2.586,2.5854,240081-1-6-48.xlsx
313,2.5923,2.5922,240081-1-6-48.xlsx
314,2.5849,2.5818,240081-1-6-48.xlsx
315,2.5774,2.5753,240081-1-6-48.xlsx
316,2.5708,2.569,240081-1-6-48.xlsx
317,2.569,2.5681,240081-1-6-48.xlsx
318,2.5674,2.5674,240081-1-6-48.xlsx
319,2.5734,2.5728,240081-1-6-48.xlsx
320,2.566,2.5633,240081-1-6-48.xlsx
321,2.5605,2.559,240081-1-6-48.xlsx
322,2.5586,2.5576,240081-1-6-48.xlsx
323,2.5587,2.5582,240081-1-6-48.xlsx
324,2.5664,2.5678,240081-1-6-48.xlsx
325,2.5683,2.567,240081-1-6-48.xlsx
326,2.5601,2.5581,240081-1-6-48.xlsx
327,2.5525,2.5509,240081-1-6-48.xlsx
328,2.5505,2.5497,240081-1-6-48.xlsx
329,2.5521,2.5522,240081-1-6-48.xlsx
330,2.559,2.5594,240081-1-6-48.xlsx
331,2.5554,2.5542,240081-1-6-48.xlsx
332,2.5547,2.5536,240081-1-6-48.xlsx
333,2.5509,2.5496,240081-1-6-48.xlsx
334,2.5511,2.5508,240081-1-6-48.xlsx
335,2.5537,2.554,240081-1-6-48.xlsx
336,2.5535,2.5519,240081-1-6-48.xlsx
337,2.542,2.5399,240081-1-6-48.xlsx
338,2.5394,2.538,240081-1-6-48.xlsx
339,2.5368,2.5351,240081-1-6-48.xlsx
340,2.5321,2.5306,240081-1-6-48.xlsx
341,2.5295,2.5279,240081-1-6-48.xlsx
342,2.5222,2.52,240081-1-6-48.xlsx
343,2.5169,2.5152,240081-1-6-48.xlsx
344,2.5144,2.5129,240081-1-6-48.xlsx
345,2.5137,2.5131,240081-1-6-48.xlsx
346,2.5204,2.5213,240081-1-6-48.xlsx
347,2.5245,2.5234,240081-1-6-48.xlsx
348,2.5198,2.5182,240081-1-6-48.xlsx
349,2.5137,2.5118,240081-1-6-48.xlsx
350,2.5063,2.5045,240081-1-6-48.xlsx
351,2.5069,2.5077,240081-1-6-48.xlsx
352,2.5191,2.5212,240081-1-6-48.xlsx
353,2.5204,2.5183,240081-1-6-48.xlsx
354,2.4982,2.4935,240081-1-6-48.xlsx
355,2.4805,2.477,240081-1-6-48.xlsx
356,2.4735,2.472,240081-1-6-48.xlsx
357,2.4787,2.479,240081-1-6-48.xlsx
358,2.4878,2.4879,240081-1-6-48.xlsx
359,2.4872,2.4864,240081-1-6-48.xlsx
360,2.4923,2.4927,240081-1-6-48.xlsx
361,2.4946,2.4942,240081-1-6-48.xlsx
362,2.4928,2.4918,240081-1-6-48.xlsx
363,2.4946,2.4934,240081-1-6-48.xlsx
364,2.4843,2.4811,240081-1-6-48.xlsx
365,2.4747,2.4733,240081-1-6-48.xlsx
366,2.4811,2.4811,240081-1-6-48.xlsx
367,2.4826,2.4825,240081-1-6-48.xlsx
368,2.4902,2.4917,240081-1-6-48.xlsx
369,2.5017,2.5032,240081-1-6-48.xlsx
370,2.4999,2.4983,240081-1-6-48.xlsx
371,2.4928,2.4915,240081-1-6-48.xlsx
372,2.4886,2.4874,240081-1-6-48.xlsx
373,2.4859,2.4857,240081-1-6-48.xlsx
374,2.4931,2.4943,240081-1-6-48.xlsx
375,2.4992,2.4993,240081-1-6-48.xlsx
376,2.4954,2.4942,240081-1-6-48.xlsx
377,2.4905,2.4893,240081-1-6-48.xlsx
378,2.4854,2.484,240081-1-6-48.xlsx
379,2.4828,2.4824,240081-1-6-48.xlsx
380,2.4897,2.4907,240081-1-6-48.xlsx
381,2.4885,2.4874,240081-1-6-48.xlsx
382,2.4812,2.4799,240081-1-6-48.xlsx
383,2.478,2.4773,240081-1-6-48.xlsx
384,2.4754,2.4743,240081-1-6-48.xlsx
385,2.4693,2.4679,240081-1-6-48.xlsx
386,2.4681,2.4673,240081-1-6-48.xlsx
387,2.4632,2.462,240081-1-6-48.xlsx
388,2.4617,2.4611,240081-1-6-48.xlsx
389,2.4618,2.4609,240081-1-6-48.xlsx
390,2.4517,2.45,240081-1-6-48.xlsx
391,2.4558,2.4555,240081-1-6-48.xlsx
392,2.4593,2.4586,240081-1-6-48.xlsx
393,2.4541,2.4524,240081-1-6-48.xlsx
394,2.4525,2.4515,240081-1-6-48.xlsx
395,2.4497,2.4535,240081-1-6-48.xlsx
396,2.4427,2.4361,240081-1-6-48.xlsx
397,2.431,2.4282,240081-1-6-48.xlsx
398,2.4266,2.4244,240081-1-6-48.xlsx
399,2.4246,2.4231,240081-1-6-48.xlsx
400,2.4228,2.4212,240081-1-6-48.xlsx
401,2.4079,2.4059,240081-1-6-48.xlsx
402,2.4188,2.4236,240081-1-6-48.xlsx
403,2.4244,2.4223,240081-1-6-48.xlsx
404,2.4077,2.4026,240081-1-6-48.xlsx
405,2.3803,2.3744,240081-1-6-48.xlsx
406,2.37,2.3673,240081-1-6-48.xlsx
407,2.3626,2.3537,240081-1-6-48.xlsx
408,2.3558,2.3534,240081-1-6-48.xlsx
409,2.351,2.3492,240081-1-6-48.xlsx
410,2.3491,2.3475,240081-1-6-48.xlsx
411,2.347,2.3458,240081-1-6-48.xlsx
412,2.3442,2.3424,240081-1-6-48.xlsx
413,2.3419,2.3409,240081-1-6-48.xlsx
414,2.3409,2.3397,240081-1-6-48.xlsx
415,2.3396,2.3379,240081-1-6-48.xlsx
416,2.1427,0.0,240081-1-6-48.xlsx
