循环号,充电容量(Ah),放电容量(Ah),文件名
258,2.5993,2.5977,240081-2-1-48.xlsx
259,2.5962,2.595,240081-2-1-48.xlsx
260,2.6011,2.6008,240081-2-1-48.xlsx
261,2.6028,2.6012,240081-2-1-48.xlsx
262,2.6006,2.6,240081-2-1-48.xlsx
263,2.5952,2.593,240081-2-1-48.xlsx
264,2.5897,2.5874,240081-2-1-48.xlsx
265,2.5936,2.5936,240081-2-1-48.xlsx
266,2.602,2.6046,240081-2-1-48.xlsx
267,2.616,2.6154,240081-2-1-48.xlsx
268,2.5997,2.5969,240081-2-1-48.xlsx
269,2.5945,2.5929,240081-2-1-48.xlsx
270,2.5911,2.5895,240081-2-1-48.xlsx
271,2.5946,2.5939,240081-2-1-48.xlsx
272,2.5883,2.5868,240081-2-1-48.xlsx
273,2.5897,2.5857,240081-2-1-48.xlsx
274,2.5769,2.5762,240081-2-1-48.xlsx
275,2.5757,2.5744,240081-2-1-48.xlsx
276,2.5763,2.5766,240081-2-1-48.xlsx
277,2.5913,2.5918,240081-2-1-48.xlsx
278,2.5855,2.5823,240081-2-1-48.xlsx
279,2.5705,2.5666,240081-2-1-48.xlsx
280,2.5617,2.5602,240081-2-1-48.xlsx
281,2.5571,2.5551,240081-2-1-48.xlsx
282,2.5571,2.5558,240081-2-1-48.xlsx
283,2.5564,2.5584,240081-2-1-48.xlsx
284,2.5627,2.5602,240081-2-1-48.xlsx
285,2.5541,2.5514,240081-2-1-48.xlsx
286,2.5488,2.5467,240081-2-1-48.xlsx
287,2.5464,2.5462,240081-2-1-48.xlsx
288,2.5625,2.5663,240081-2-1-48.xlsx
289,2.5605,2.557,240081-2-1-48.xlsx
290,2.5475,2.5425,240081-2-1-48.xlsx
291,2.5382,2.5368,240081-2-1-48.xlsx
292,2.5341,2.5324,240081-2-1-48.xlsx
293,2.5429,2.5476,240081-2-1-48.xlsx
294,2.5684,2.5688,240081-2-1-48.xlsx
295,2.5586,2.5558,240081-2-1-48.xlsx
296,2.5404,2.537,240081-2-1-48.xlsx
297,2.537,2.5353,240081-2-1-48.xlsx
298,2.5342,2.5334,240081-2-1-48.xlsx
299,2.5462,2.5508,240081-2-1-48.xlsx
300,2.561,2.5584,240081-2-1-48.xlsx
301,2.5391,2.5334,240081-2-1-48.xlsx
302,2.5258,2.5248,240081-2-1-48.xlsx
303,2.5247,2.5237,240081-2-1-48.xlsx
304,2.5293,2.5315,240081-2-1-48.xlsx
305,2.5331,2.5356,240081-2-1-48.xlsx
306,2.5503,2.5463,240081-2-1-48.xlsx
307,2.5372,2.5366,240081-2-1-48.xlsx
308,2.5295,2.5275,240081-2-1-48.xlsx
309,2.5229,2.5207,240081-2-1-48.xlsx
310,2.5235,2.5251,240081-2-1-48.xlsx
311,2.5274,2.5271,240081-2-1-48.xlsx
312,2.5341,2.5305,240081-2-1-48.xlsx
313,2.5142,2.514,240081-2-1-48.xlsx
314,2.5165,2.5143,240081-2-1-48.xlsx
315,2.5096,2.5092,240081-2-1-48.xlsx
316,2.531,2.5367,240081-2-1-48.xlsx
317,2.5396,2.5396,240081-2-1-48.xlsx
318,2.5297,2.5232,240081-2-1-48.xlsx
319,2.5074,2.5044,240081-2-1-48.xlsx
320,2.5016,2.4991,240081-2-1-48.xlsx
321,2.4973,2.4973,240081-2-1-48.xlsx
322,0.8502,0.0,240081-2-1-48.xlsx
