循环号,充电容量(Ah),放电容量(Ah),文件名
41,3.2342,3.2313,240081-1-1-48.xlsx
42,3.2309,3.2281,240081-1-1-48.xlsx
43,3.2281,3.2252,240081-1-1-48.xlsx
44,3.2249,3.2222,240081-1-1-48.xlsx
45,3.2218,3.2189,240081-1-1-48.xlsx
46,3.2186,3.2158,240081-1-1-48.xlsx
47,3.2154,3.2126,240081-1-1-48.xlsx
48,3.2121,3.2092,240081-1-1-48.xlsx
49,3.2086,3.206,240081-1-1-48.xlsx
50,3.2056,3.2028,240081-1-1-48.xlsx
51,3.2026,3.1999,240081-1-1-48.xlsx
52,3.1994,3.1968,240081-1-1-48.xlsx
53,3.1964,3.1938,240081-1-1-48.xlsx
54,3.1928,3.1903,240081-1-1-48.xlsx
55,3.1899,3.1874,240081-1-1-48.xlsx
56,3.1865,3.1841,240081-1-1-48.xlsx
57,3.1835,3.181,240081-1-1-48.xlsx
58,3.1804,3.1778,240081-1-1-48.xlsx
59,3.1772,3.1749,240081-1-1-48.xlsx
60,3.1746,3.1722,240081-1-1-48.xlsx
61,3.1719,3.1694,240081-1-1-48.xlsx
62,3.1685,3.1667,240081-1-1-48.xlsx
63,3.1661,3.1637,240081-1-1-48.xlsx
64,3.163,3.1605,240081-1-1-48.xlsx
65,3.16,3.1576,240081-1-1-48.xlsx
66,3.1571,3.1546,240081-1-1-48.xlsx
67,3.1539,3.1515,240081-1-1-48.xlsx
68,3.1512,3.1488,240081-1-1-48.xlsx
69,3.148,3.1456,240081-1-1-48.xlsx
70,3.1451,3.1426,240081-1-1-48.xlsx
71,3.1423,3.14,240081-1-1-48.xlsx
72,3.1395,3.137,240081-1-1-48.xlsx
73,3.1367,3.1343,240081-1-1-48.xlsx
74,3.1336,3.1313,240081-1-1-48.xlsx
75,3.1306,3.1288,240081-1-1-48.xlsx
76,3.128,3.1254,240081-1-1-48.xlsx
77,3.1253,3.1229,240081-1-1-48.xlsx
78,3.1228,3.1205,240081-1-1-48.xlsx
79,3.1197,3.1174,240081-1-1-48.xlsx
80,3.1171,3.1147,240081-1-1-48.xlsx
81,3.1138,3.1114,240081-1-1-48.xlsx
82,3.1109,3.1087,240081-1-1-48.xlsx
83,3.108,3.1059,240081-1-1-48.xlsx
84,3.106,3.1039,240081-1-1-48.xlsx
85,3.1032,3.1012,240081-1-1-48.xlsx
86,3.1006,3.0985,240081-1-1-48.xlsx
87,3.0977,3.0957,240081-1-1-48.xlsx
88,3.0953,3.0934,240081-1-1-48.xlsx
89,3.0927,3.0904,240081-1-1-48.xlsx
90,3.09,3.0879,240081-1-1-48.xlsx
91,3.0871,3.0847,240081-1-1-48.xlsx
92,3.0842,3.082,240081-1-1-48.xlsx
93,3.0814,3.0795,240081-1-1-48.xlsx
94,3.0791,3.0769,240081-1-1-48.xlsx
95,3.0766,3.0743,240081-1-1-48.xlsx
96,3.0734,3.0711,240081-1-1-48.xlsx
97,3.0705,3.0685,240081-1-1-48.xlsx
98,3.0678,3.0658,240081-1-1-48.xlsx
99,3.0655,3.0634,240081-1-1-48.xlsx
100,3.0632,3.0612,240081-1-1-48.xlsx
101,3.0607,3.0586,240081-1-1-48.xlsx
102,3.0581,3.0559,240081-1-1-48.xlsx
103,3.0552,3.0529,240081-1-1-48.xlsx
104,3.0524,3.0503,240081-1-1-48.xlsx
105,3.0501,3.048,240081-1-1-48.xlsx
106,3.0471,3.0451,240081-1-1-48.xlsx
107,3.0447,3.0425,240081-1-1-48.xlsx
108,3.0416,3.0396,240081-1-1-48.xlsx
109,3.0387,3.0367,240081-1-1-48.xlsx
110,3.0362,3.0343,240081-1-1-48.xlsx
111,3.0338,3.0317,240081-1-1-48.xlsx
112,3.031,3.029,240081-1-1-48.xlsx
113,3.0286,3.0267,240081-1-1-48.xlsx
114,3.026,3.0239,240081-1-1-48.xlsx
115,3.0234,3.0215,240081-1-1-48.xlsx
116,3.021,3.0189,240081-1-1-48.xlsx
117,3.0178,3.0157,240081-1-1-48.xlsx
118,3.0153,3.0135,240081-1-1-48.xlsx
119,3.0129,3.0108,240081-1-1-48.xlsx
120,3.0105,3.0085,240081-1-1-48.xlsx
121,3.0073,3.0052,240081-1-1-48.xlsx
122,3.0043,3.0021,240081-1-1-48.xlsx
123,3.0014,2.9994,240081-1-1-48.xlsx
124,2.999,2.9969,240081-1-1-48.xlsx
125,2.9961,2.9939,240081-1-1-48.xlsx
126,2.9935,2.9915,240081-1-1-48.xlsx
127,2.9909,2.9889,240081-1-1-48.xlsx
128,2.9882,2.9861,240081-1-1-48.xlsx
129,2.9854,2.9835,240081-1-1-48.xlsx
130,2.9829,2.981,240081-1-1-48.xlsx
131,2.98,2.978,240081-1-1-48.xlsx
132,2.9772,2.9753,240081-1-1-48.xlsx
133,2.975,2.973,240081-1-1-48.xlsx
134,2.9728,2.9708,240081-1-1-48.xlsx
135,2.97,2.9681,240081-1-1-48.xlsx
136,2.9676,2.9654,240081-1-1-48.xlsx
137,2.9643,2.9623,240081-1-1-48.xlsx
138,2.9617,2.96,240081-1-1-48.xlsx
139,2.9593,2.9574,240081-1-1-48.xlsx
140,2.9571,2.9552,240081-1-1-48.xlsx
141,2.954,2.9523,240081-1-1-48.xlsx
142,2.9514,2.9494,240081-1-1-48.xlsx
143,2.9483,2.9465,240081-1-1-48.xlsx
144,2.9459,2.944,240081-1-1-48.xlsx
145,2.9433,2.9415,240081-1-1-48.xlsx
146,2.941,2.9392,240081-1-1-48.xlsx
147,2.9382,2.9419,240081-1-1-48.xlsx
148,2.9509,2.9526,240081-1-1-48.xlsx
149,2.95,2.9491,240081-1-1-48.xlsx
150,2.9495,2.9485,240081-1-1-48.xlsx
151,2.9469,2.9453,240081-1-1-48.xlsx
152,2.9447,2.9437,240081-1-1-48.xlsx
153,2.9435,2.9422,240081-1-1-48.xlsx
154,2.9439,2.9436,240081-1-1-48.xlsx
155,2.9403,2.9384,240081-1-1-48.xlsx
156,2.9392,2.9382,240081-1-1-48.xlsx
157,2.9378,2.9366,240081-1-1-48.xlsx
158,2.936,2.9353,240081-1-1-48.xlsx
159,2.9409,2.9425,240081-1-1-48.xlsx
160,2.946,2.9338,240081-1-1-48.xlsx
161,2.905,2.9028,240081-1-1-48.xlsx
162,2.9017,2.9005,240081-1-1-48.xlsx
163,2.8999,2.899,240081-1-1-48.xlsx
164,2.8989,2.8978,240081-1-1-48.xlsx
165,2.8957,2.8951,240081-1-1-48.xlsx
166,2.8937,2.8926,240081-1-1-48.xlsx
167,2.8916,2.8906,240081-1-1-48.xlsx
168,2.8894,2.8882,240081-1-1-48.xlsx
169,2.8874,2.8862,240081-1-1-48.xlsx
170,2.8846,2.8836,240081-1-1-48.xlsx
171,2.8826,2.8813,240081-1-1-48.xlsx
172,2.8801,2.8791,240081-1-1-48.xlsx
173,2.8784,2.877,240081-1-1-48.xlsx
174,2.8758,2.8743,240081-1-1-48.xlsx
175,2.8733,2.8719,240081-1-1-48.xlsx
176,2.8711,2.8696,240081-1-1-48.xlsx
177,2.8689,2.8674,240081-1-1-48.xlsx
178,2.8663,2.8649,240081-1-1-48.xlsx
179,2.8636,2.862,240081-1-1-48.xlsx
180,2.8614,2.8597,240081-1-1-48.xlsx
181,2.8586,2.857,240081-1-1-48.xlsx
182,2.8561,2.8546,240081-1-1-48.xlsx
183,2.8532,2.8516,240081-1-1-48.xlsx
184,2.8509,2.8493,240081-1-1-48.xlsx
185,2.8487,2.8471,240081-1-1-48.xlsx
186,2.8464,2.8449,240081-1-1-48.xlsx
187,2.844,2.8427,240081-1-1-48.xlsx
188,2.8415,2.84,240081-1-1-48.xlsx
189,2.8388,2.8375,240081-1-1-48.xlsx
190,2.8369,2.8354,240081-1-1-48.xlsx
191,2.834,2.8329,240081-1-1-48.xlsx
192,2.8322,2.831,240081-1-1-48.xlsx
193,2.8293,2.828,240081-1-1-48.xlsx
194,2.8275,2.8261,240081-1-1-48.xlsx
195,2.8247,2.8234,240081-1-1-48.xlsx
196,2.8221,2.8206,240081-1-1-48.xlsx
197,2.8204,2.8191,240081-1-1-48.xlsx
198,2.8174,2.8163,240081-1-1-48.xlsx
199,2.8153,2.8136,240081-1-1-48.xlsx
200,2.8128,2.8113,240081-1-1-48.xlsx
201,2.8099,2.8087,240081-1-1-48.xlsx
202,2.8077,2.8064,240081-1-1-48.xlsx
203,2.805,2.8037,240081-1-1-48.xlsx
204,2.8035,2.8023,240081-1-1-48.xlsx
205,2.8008,2.7995,240081-1-1-48.xlsx
206,2.7982,2.797,240081-1-1-48.xlsx
207,2.7963,2.7951,240081-1-1-48.xlsx
208,2.7935,2.7922,240081-1-1-48.xlsx
209,2.7913,2.7901,240081-1-1-48.xlsx
210,2.8001,2.8083,240081-1-1-48.xlsx
211,2.8157,2.8153,240081-1-1-48.xlsx
212,2.8114,2.8111,240081-1-1-48.xlsx
213,2.8142,2.8152,240081-1-1-48.xlsx
214,2.8236,2.8255,240081-1-1-48.xlsx
215,2.819,2.8163,240081-1-1-48.xlsx
216,2.8096,2.8073,240081-1-1-48.xlsx
217,2.8046,2.803,240081-1-1-48.xlsx
218,2.8025,2.802,240081-1-1-48.xlsx
219,2.8095,2.811,240081-1-1-48.xlsx
220,2.8158,2.8163,240081-1-1-48.xlsx
221,2.8096,2.8064,240081-1-1-48.xlsx
222,2.799,2.7974,240081-1-1-48.xlsx
223,2.7963,2.7953,240081-1-1-48.xlsx
224,2.7962,2.7962,240081-1-1-48.xlsx
225,2.8016,2.8025,240081-1-1-48.xlsx
226,2.8041,2.804,240081-1-1-48.xlsx
227,2.8,2.7976,240081-1-1-48.xlsx
228,2.7877,2.7855,240081-1-1-48.xlsx
229,2.7826,2.7814,240081-1-1-48.xlsx
230,2.7837,2.7843,240081-1-1-48.xlsx
231,2.791,2.7929,240081-1-1-48.xlsx
232,2.799,2.799,240081-1-1-48.xlsx
233,2.7894,2.7861,240081-1-1-48.xlsx
234,2.7804,2.7791,240081-1-1-48.xlsx
235,2.7781,2.777,240081-1-1-48.xlsx
236,2.7776,2.7775,240081-1-1-48.xlsx
237,2.783,2.7833,240081-1-1-48.xlsx
238,2.782,2.7805,240081-1-1-48.xlsx
239,2.7729,2.7705,240081-1-1-48.xlsx
240,2.767,2.7653,240081-1-1-48.xlsx
241,2.7625,2.7611,240081-1-1-48.xlsx
242,2.7624,2.7622,240081-1-1-48.xlsx
243,2.7643,2.7643,240081-1-1-48.xlsx
244,2.7613,2.76,240081-1-1-48.xlsx
245,2.7548,2.7527,240081-1-1-48.xlsx
246,2.75,2.7487,240081-1-1-48.xlsx
247,2.7456,2.7444,240081-1-1-48.xlsx
248,2.7432,2.7421,240081-1-1-48.xlsx
249,2.7415,2.7407,240081-1-1-48.xlsx
250,2.7398,2.7382,240081-1-1-48.xlsx
251,2.7351,2.7332,240081-1-1-48.xlsx
252,2.7304,2.7288,240081-1-1-48.xlsx
253,2.7266,2.7251,240081-1-1-48.xlsx
254,2.7272,2.7267,240081-1-1-48.xlsx
255,2.7273,2.7263,240081-1-1-48.xlsx
256,2.7233,2.7212,240081-1-1-48.xlsx
257,2.7183,2.7167,240081-1-1-48.xlsx
258,2.7176,2.7164,240081-1-1-48.xlsx
259,2.7159,2.7149,240081-1-1-48.xlsx
260,2.7169,2.7167,240081-1-1-48.xlsx
261,2.7179,2.7174,240081-1-1-48.xlsx
262,2.7179,2.7174,240081-1-1-48.xlsx
263,2.7149,2.7135,240081-1-1-48.xlsx
264,2.7098,2.708,240081-1-1-48.xlsx
265,2.7072,2.7071,240081-1-1-48.xlsx
266,2.7114,2.7124,240081-1-1-48.xlsx
267,2.7194,2.7207,240081-1-1-48.xlsx
268,2.7167,2.7153,240081-1-1-48.xlsx
269,2.7116,2.7104,240081-1-1-48.xlsx
270,2.7082,2.707,240081-1-1-48.xlsx
271,2.7053,2.7048,240081-1-1-48.xlsx
272,2.7031,2.7018,240081-1-1-48.xlsx
273,2.702,2.7013,240081-1-1-48.xlsx
274,2.698,2.6964,240081-1-1-48.xlsx
275,2.6958,2.6944,240081-1-1-48.xlsx
276,2.6936,2.6925,240081-1-1-48.xlsx
277,2.6941,2.6945,240081-1-1-48.xlsx
278,2.7,2.7002,240081-1-1-48.xlsx
279,2.6971,2.6954,240081-1-1-48.xlsx
280,2.6883,2.686,240081-1-1-48.xlsx
281,2.6827,2.6809,240081-1-1-48.xlsx
282,2.6767,2.6753,240081-1-1-48.xlsx
283,2.6751,2.6742,240081-1-1-48.xlsx
284,2.6742,2.6743,240081-1-1-48.xlsx
285,2.6774,2.6768,240081-1-1-48.xlsx
286,2.6731,2.6718,240081-1-1-48.xlsx
287,2.6699,2.6687,240081-1-1-48.xlsx
288,2.6662,2.6652,240081-1-1-48.xlsx
289,2.6709,2.6722,240081-1-1-48.xlsx
290,2.6774,2.677,240081-1-1-48.xlsx
291,2.6731,2.671,240081-1-1-48.xlsx
292,2.6639,2.6618,240081-1-1-48.xlsx
293,2.6594,2.6578,240081-1-1-48.xlsx
294,2.656,2.6557,240081-1-1-48.xlsx
295,2.6671,2.6701,240081-1-1-48.xlsx
296,2.6729,2.6725,240081-1-1-48.xlsx
297,2.6652,2.6626,240081-1-1-48.xlsx
298,2.6576,2.6564,240081-1-1-48.xlsx
299,2.6557,2.6548,240081-1-1-48.xlsx
300,2.6533,2.6532,240081-1-1-48.xlsx
301,2.6604,2.6625,240081-1-1-48.xlsx
302,2.6677,2.6672,240081-1-1-48.xlsx
303,2.6565,2.6532,240081-1-1-48.xlsx
304,2.6483,2.6468,240081-1-1-48.xlsx
305,2.6463,2.6451,240081-1-1-48.xlsx
306,2.6465,2.6465,240081-1-1-48.xlsx
307,2.6498,2.6503,240081-1-1-48.xlsx
308,2.6554,2.6554,240081-1-1-48.xlsx
309,2.6526,2.6522,240081-1-1-48.xlsx
310,2.6502,2.6492,240081-1-1-48.xlsx
311,2.6453,2.6441,240081-1-1-48.xlsx
312,2.6425,2.6421,240081-1-1-48.xlsx
313,2.6455,2.6458,240081-1-1-48.xlsx
314,2.6463,2.646,240081-1-1-48.xlsx
315,2.6408,2.6386,240081-1-1-48.xlsx
316,2.6381,2.6376,240081-1-1-48.xlsx
317,2.6365,2.6352,240081-1-1-48.xlsx
318,2.6357,2.6364,240081-1-1-48.xlsx
319,2.6473,2.6495,240081-1-1-48.xlsx
320,2.6503,2.6498,240081-1-1-48.xlsx
321,2.64,2.637,240081-1-1-48.xlsx
322,2.629,2.6271,240081-1-1-48.xlsx
323,2.6229,2.6213,240081-1-1-48.xlsx
324,2.6172,2.6162,240081-1-1-48.xlsx
325,2.6185,2.6194,240081-1-1-48.xlsx
326,2.6249,2.6245,240081-1-1-48.xlsx
327,2.6145,2.6115,240081-1-1-48.xlsx
328,2.6082,2.6062,240081-1-1-48.xlsx
329,2.6032,2.6012,240081-1-1-48.xlsx
330,2.6028,2.602,240081-1-1-48.xlsx
331,2.6019,2.6024,240081-1-1-48.xlsx
332,2.6091,2.609,240081-1-1-48.xlsx
333,2.6025,2.6,240081-1-1-48.xlsx
334,2.5964,2.5952,240081-1-1-48.xlsx
335,2.5941,2.5933,240081-1-1-48.xlsx
336,2.5947,2.5944,240081-1-1-48.xlsx
337,2.6003,2.6024,240081-1-1-48.xlsx
338,2.6074,2.6075,240081-1-1-48.xlsx
339,2.601,2.5991,240081-1-1-48.xlsx
340,2.5945,2.5927,240081-1-1-48.xlsx
341,2.5922,2.5913,240081-1-1-48.xlsx
342,2.592,2.5917,240081-1-1-48.xlsx
343,2.5951,2.5963,240081-1-1-48.xlsx
344,2.5982,2.5978,240081-1-1-48.xlsx
345,2.5927,2.5924,240081-1-1-48.xlsx
346,2.5912,2.5906,240081-1-1-48.xlsx
347,2.5873,2.5868,240081-1-1-48.xlsx
348,2.5893,2.59,240081-1-1-48.xlsx
349,2.5924,2.5929,240081-1-1-48.xlsx
350,2.5901,2.5885,240081-1-1-48.xlsx
351,2.5791,2.5768,240081-1-1-48.xlsx
352,2.5761,2.5752,240081-1-1-48.xlsx
353,2.5738,2.5727,240081-1-1-48.xlsx
354,2.5685,2.5671,240081-1-1-48.xlsx
355,2.5671,2.5662,240081-1-1-48.xlsx
356,2.5616,2.5597,240081-1-1-48.xlsx
357,2.5552,2.5535,240081-1-1-48.xlsx
358,2.5535,2.5522,240081-1-1-48.xlsx
359,2.5515,2.5508,240081-1-1-48.xlsx
360,2.5563,2.557,240081-1-1-48.xlsx
361,2.5639,2.5646,240081-1-1-48.xlsx
362,2.5605,2.5594,240081-1-1-48.xlsx
363,2.5542,2.5528,240081-1-1-48.xlsx
364,2.5468,2.5454,240081-1-1-48.xlsx
365,2.5409,2.5405,240081-1-1-48.xlsx
366,2.5466,2.5488,240081-1-1-48.xlsx
367,2.5603,2.5626,240081-1-1-48.xlsx
368,2.5591,2.5566,240081-1-1-48.xlsx
369,2.5366,2.5315,240081-1-1-48.xlsx
370,2.5196,2.5159,240081-1-1-48.xlsx
371,2.5121,2.5101,240081-1-1-48.xlsx
372,2.5156,2.5159,240081-1-1-48.xlsx
373,2.5239,2.5249,240081-1-1-48.xlsx
374,2.5229,2.5223,240081-1-1-48.xlsx
375,2.5274,2.5282,240081-1-1-48.xlsx
376,2.5343,2.5345,240081-1-1-48.xlsx
377,2.5349,2.5344,240081-1-1-48.xlsx
378,2.5336,2.5336,240081-1-1-48.xlsx
379,2.5302,2.5282,240081-1-1-48.xlsx
380,2.5152,2.5123,240081-1-1-48.xlsx
381,2.5124,2.5139,240081-1-1-48.xlsx
382,2.519,2.5196,240081-1-1-48.xlsx
383,2.5222,2.523,240081-1-1-48.xlsx
384,2.5321,2.5338,240081-1-1-48.xlsx
385,2.5429,2.5441,240081-1-1-48.xlsx
386,2.5393,2.5375,240081-1-1-48.xlsx
387,2.5332,2.5322,240081-1-1-48.xlsx
388,2.5303,2.5294,240081-1-1-48.xlsx
389,2.5268,2.5268,240081-1-1-48.xlsx
390,2.5344,2.5362,240081-1-1-48.xlsx
391,2.5415,2.5427,240081-1-1-48.xlsx
392,2.5395,2.5388,240081-1-1-48.xlsx
393,2.5357,2.5348,240081-1-1-48.xlsx
394,2.5318,2.5307,240081-1-1-48.xlsx
395,2.5273,2.5267,240081-1-1-48.xlsx
396,2.5288,2.5304,240081-1-1-48.xlsx
397,2.5335,2.534,240081-1-1-48.xlsx
398,2.5278,2.5265,240081-1-1-48.xlsx
399,2.5222,2.5216,240081-1-1-48.xlsx
400,2.521,2.5205,240081-1-1-48.xlsx
401,2.5175,2.5162,240081-1-1-48.xlsx
402,2.5115,2.5101,240081-1-1-48.xlsx
403,2.5097,2.5092,240081-1-1-48.xlsx
404,2.5063,2.5052,240081-1-1-48.xlsx
405,2.505,2.505,240081-1-1-48.xlsx
406,2.5037,2.5036,240081-1-1-48.xlsx
407,2.493,2.4917,240081-1-1-48.xlsx
408,2.4959,2.4962,240081-1-1-48.xlsx
409,2.4992,2.4994,240081-1-1-48.xlsx
410,2.4977,2.4961,240081-1-1-48.xlsx
411,2.4945,2.4939,240081-1-1-48.xlsx
412,2.4928,2.492,240081-1-1-48.xlsx
413,2.4784,2.4798,240081-1-1-48.xlsx
414,2.474,2.4687,240081-1-1-48.xlsx
415,2.466,2.4634,240081-1-1-48.xlsx
416,2.4611,2.4593,240081-1-1-48.xlsx
417,2.4597,2.4577,240081-1-1-48.xlsx
418,2.4574,2.4557,240081-1-1-48.xlsx
419,2.4508,2.4496,240081-1-1-48.xlsx
420,2.4676,2.4708,240081-1-1-48.xlsx
421,2.4662,2.4636,240081-1-1-48.xlsx
422,2.4481,2.4432,240081-1-1-48.xlsx
423,2.4249,2.4199,240081-1-1-48.xlsx
424,2.4174,2.4144,240081-1-1-48.xlsx
