capacity,charge_1A_I_length,charge_3v6_I_sum,charge_20soc_I_sum,discharge_20soc_I_sum,discharge_80soc_I_sum,discharge_20to80soc_I_sum,charge_1A_V_sum,charge_3v6_V_length,charge_20soc_V_sum,discharge_20soc_V_end,discharge_80soc_V_end,discharge_20to80soc_V_range,charge_1A_T_range,charge_3v6_T_range,charge_20soc_T_range,discharge_20soc_T_range,discharge_80soc_T_range,discharge_20to80soc_T_range
0.6425,0.5,0.653403529,0.653403529,0.760439,0.840909,0.680461667,0.5,0.68,0.699406429,0.778947368,0.8517,0.8327,0.5,0.5,0.5,0.5,0.5,0.5
0.64125,0.5,0.653591176,0.653591176,0.760409,0.840954,0.680501667,0.5,0.68,0.699412286,0.778947368,0.8518,0.8328,0.5,0.5,0.5,0.5,0.5,0.5
0.64,0.5,0.653198706,0.653198706,0.760425,0.840914,0.680469667,0.5,0.68,0.699413714,0.777894737,0.8513,0.8324,0.5,0.5,0.5,0.5,0.5,0.5
0.63875,0.5,0.652477529,0.652477529,0.760455,0.840957,0.680488667,0.5,0.68,0.699417571,0.776842105,0.8512,0.8324,0.5,0.5,0.5,0.5,0.5,0.5
0.6375,0.5,0.651648471,0.651648471,0.760484,0.840909,0.680447,0.5,0.68,0.699419286,0.778947368,0.8508,0.8318,0.5,0.5,0.5,0.5,0.5,0.5
0.63625,0.5,0.650321882,0.650321882,0.760451,0.8409645,0.680495,0.5,0.68,0.699418857,0.775789474,0.8506,0.8319,0.5,0.5,0.5,0.5,0.5,0.5
0.635416667,0.5,0.649324353,0.649324353,0.760441,0.8409715,0.680502667,0.5,0.675,0.694275143,0.776842105,0.8504,0.8316,0.5,0.5,0.5,0.5,0.5,0.5
0.634166667,0.5,0.648499529,0.648499529,0.760469,0.8409765,0.680497,0.5,0.675,0.694271571,0.778947368,0.8504,0.8314,0.5,0.5,0.5,0.5,0.5,0.5
0.632916667,0.5,0.648490235,0.648490235,0.760498,0.8409945,0.680499667,0.5,0.68,0.699416,0.776842105,0.8496,0.8308,0.5,0.5,0.5,0.5,0.5,0.5
0.631666667,0.5,0.64846,0.64846,0.760594,0.841256,0.680642333,0.5,0.68,0.699415857,0.774736842,0.8498,0.8312,0.5,0.5,0.5,0.5,0.5,0.5
0.630416667,0.5,0.646414118,0.646414118,0.760504,0.8412225,0.680649667,0.5,0.675,0.694279143,0.776842105,0.8501,0.8313,0.5,0.5,0.5,0.5,0.5,0.5
0.629583333,0.5,0.645672353,0.645672353,0.760532,0.8412175,0.680637,0.5,0.675,0.694285286,0.776842105,0.8496,0.8308,0.5,0.5,0.5,0.5,0.5,0.5
0.628333333,0.5,0.645619529,0.645619529,0.760488,0.8410375,0.680531333,0.5,0.675,0.694274286,0.774736842,0.8491,0.8305,0.5,0.5,0.5,0.5,0.5,0.5
0.626666667,0.5,0.645496,0.645496,0.760487,0.8410965,0.680571,0.5,0.675,0.694285,0.768421053,0.8485,0.8305,0.5,0.5,0.5,0.5,0.5,0.5
0.625833333,0.5,0.635531882,0.635531882,0.760531,0.841047,0.680523667,0.5,0.67,0.689140857,0.770526316,0.8482,0.83,0.5,0.5,0.5,0.5,0.5,0.5
0.624166667,0.5,0.636046118,0.636046118,0.760548,0.8411515,0.680588,0.5,0.675,0.694281,0.767368421,0.8478,0.8299,0.5,0.5,0.5,0.5,0.5,0.5
0.623333333,0.5,0.635433765,0.635433765,0.760569,0.8411525,0.680581667,0.5,0.675,0.694281571,0.767368421,0.8475,0.8296,0.5,0.5,0.5,0.5,0.5,0.5
0.621666667,0.5,0.634364118,0.634364118,0.760615,0.841221,0.680612,0.5,0.675,0.694281714,0.766315789,0.8476,0.8298,0.5,0.5,0.5,0.5,0.5,0.5
0.620416667,0.5,0.634042235,0.634042235,0.760611,0.8412265,0.680617,0.5,0.675,0.694288714,0.765263158,0.8472,0.8295,0.5,0.5,0.5,0.5,0.5,0.5
0.619166667,0.5,0.633099529,0.633099529,0.760671,0.841343,0.680675,0.5,0.675,0.694279286,0.762105263,0.8468,0.8294,0.5,0.5,0.5,0.5,0.5,0.5
0.618333333,0.5,0.631286,0.631286,0.760659,0.8413615,0.680691333,0.5,0.67,0.689132143,0.761052632,0.8468,0.8295,0.5,0.5,0.5,0.5,0.5,0.5
0.616666667,0.5,0.631473647,0.631473647,0.760585,0.8413745,0.680724333,0.5,0.675,0.694276571,0.762105263,0.8463,0.8289,0.5,0.5,0.5,0.5,0.5,0.5
0.615416667,0.5,0.631198,0.631198,0.760572,0.8413545,0.680715667,0.5,0.675,0.694272714,0.758947368,0.8455,0.8284,0.5,0.5,0.5,0.5,0.5,0.5
0.614583333,0.5,0.630313176,0.630313176,0.76063,0.841304,0.680662667,0.5,0.675,0.694272143,0.757894737,0.8454,0.8284,0.5,0.5,0.5,0.5,0.5,0.5
0.612916667,0.5,0.629686941,0.629686941,0.760542,0.8411005,0.680555333,0.5,0.675,0.694274571,0.754736842,0.8449,0.8282,0.5,0.5,0.5,0.5,0.5,0.5
0.611666667,0.5,0.628953529,0.628953529,0.760603,0.8410915,0.680529,0.5,0.675,0.694273429,0.754736842,0.8445,0.8278,0.5,0.5,0.5,0.5,0.5,0.5
0.610416667,0.5,0.628972,0.628972,0.760609,0.8411665,0.680577333,0.5,0.675,0.694274857,0.750526316,0.8441,0.8278,0.5,0.5,0.5,0.5,0.5,0.5
0.609166667,0.5,0.627082941,0.627082941,0.760586,0.841178,0.680593,0.5,0.675,0.694281857,0.754736842,0.8437,0.827,0.5,0.5,0.5,0.5,0.5,0.5
0.607916667,0.5,0.626479176,0.626479176,0.760542,0.8411545,0.680591667,0.5,0.675,0.694283429,0.754736842,0.8435,0.8268,0.5,0.5,0.5,0.5,0.5,0.5
0.606666667,0.5,0.625192588,0.625192588,0.760598,0.841268,0.680648667,0.5,0.675,0.694290857,0.750526316,0.8432,0.8269,0.5,0.5,0.5,0.5,0.5,0.5
0.605416667,0.5,0.624331882,0.624331882,0.760618,0.8412905,0.680657333,0.5,0.675,0.694285,0.749473684,0.8424,0.8262,0.5,0.5,0.5,0.5,0.5,0.5
0.604166667,0.5,0.623339882,0.623339882,0.760675,0.841368,0.680690333,0.5,0.675,0.694282429,0.747368421,0.8421,0.8261,0.5,0.5,0.5,0.5,0.5,0.5
0.602916667,0.5,0.621750118,0.621750118,0.760619,0.8413805,0.680717333,0.5,0.675,0.694272429,0.749473684,0.8413,0.8251,0.5,0.5,0.5,0.5,0.5,0.5
0.60125,0.5,0.612243176,0.612243176,0.760647,0.8414255,0.680738,0.5,0.67,0.689128857,0.746315789,0.8412,0.8253,0.5,0.5,0.5,0.5,0.5,0.5
0.600416667,0.5,0.611232824,0.611232824,0.760578,0.8412465,0.680641333,0.5,0.67,0.689128286,0.744210526,0.8407,0.825,0.5,0.5,0.5,0.5,0.5,0.5
0.59875,0.5,0.609154824,0.609154824,0.760631,0.8412625,0.680634333,0.5,0.665,0.683999857,0.742105263,0.84,0.8245,0.5,0.5,0.5,0.5,0.5,0.5
0.5975,0.5,0.608111529,0.608111529,0.760697,0.8413535,0.680673333,0.5,0.665,0.683999857,0.74,0.8395,0.8242,0.5,0.5,0.5,0.5,0.5,0.5
0.59625,0.5,0.607660824,0.607660824,0.760685,0.8413325,0.680663333,0.5,0.67,0.689146286,0.74,0.8389,0.8236,0.5,0.5,0.5,0.5,0.5,0.5
0.595,0.5,0.606616588,0.606616588,0.760688,0.841398,0.680706333,0.5,0.665,0.683999429,0.741052632,0.8389,0.8235,0.5,0.5,0.5,0.5,0.5,0.5
0.59375,0.5,0.605215059,0.605215059,0.76074,0.841477,0.680741667,0.5,0.665,0.684004714,0.738947368,0.8384,0.8232,0.5,0.5,0.5,0.5,0.5,0.5
0.592083333,0.5,0.604566824,0.604566824,0.760789,0.8415345,0.680763667,0.5,0.665,0.684000429,0.735789474,0.8376,0.8227,0.5,0.5,0.5,0.5,0.5,0.5
0.590833333,0.5,0.603900118,0.603900118,0.760801,0.841581,0.680790667,0.5,0.665,0.683991857,0.734736842,0.8371,0.8223,0.5,0.5,0.5,0.5,0.5,0.5
0.589583333,0.5,0.602250118,0.602250118,0.760776,0.8415975,0.68081,0.5,0.665,0.683983714,0.733684211,0.8368,0.8221,0.5,0.5,0.5,0.5,0.5,0.5
0.587916667,0.5,0.601899647,0.601899647,0.760711,0.8416035,0.680835667,0.5,0.665,0.683981714,0.731578947,0.836,0.8215,0.5,0.5,0.5,0.5,0.5,0.5
0.586666667,0.5,0.600279529,0.600279529,0.760758,0.8415685,0.680796667,0.5,0.665,0.683979,0.730526316,0.8354,0.821,0.5,0.5,0.5,0.5,0.5,0.5
0.585833333,0.5,0.599827294,0.599827294,0.760719,0.8415405,0.680791,0.5,0.665,0.683982714,0.730526316,0.8348,0.8204,0.5,0.5,0.5,0.5,0.5,0.5
0.584166667,0.5,0.598939412,0.598939412,0.760748,0.8415995,0.680820667,0.5,0.665,0.683982857,0.729473684,0.8343,0.82,0.5,0.5,0.5,0.5,0.5,0.5
0.582916667,0.5,0.597700588,0.597700588,0.760795,0.841721,0.680886333,0.5,0.665,0.683983714,0.729473684,0.8336,0.8193,0.5,0.5,0.5,0.5,0.5,0.5
0.58125,0.5,0.596617882,0.596617882,0.760796,0.8417035,0.680874333,0.5,0.665,0.683988571,0.727368421,0.8328,0.8187,0.5,0.5,0.5,0.5,0.5,0.5
0.580416667,0.5,0.596408824,0.596408824,0.760853,0.84198,0.68104,0.5,0.665,0.683991714,0.726315789,0.8328,0.8188,0.5,0.5,0.5,0.5,0.5,0.5
0.57875,0.5,0.594839059,0.594839059,0.760975,0.8421645,0.681123,0.5,0.665,0.684004857,0.732631579,0.8325,0.8179,0.5,0.5,0.5,0.5,0.5,0.5
0.577083333,0.5,0.593571647,0.593571647,0.760954,0.842135,0.68111,0.5,0.665,0.684,0.731578947,0.8313,0.8168,0.5,0.5,0.5,0.5,0.5,0.5
0.575416667,0.5,0.593046118,0.593046118,0.760962,0.8420755,0.681067667,0.5,0.665,0.683988,0.728421053,0.8306,0.8164,0.5,0.5,0.5,0.5,0.5,0.5
0.574166667,0.5,0.592286118,0.592286118,0.760665,0.8415085,0.680787667,0.5,0.665,0.683983714,0.727368421,0.8301,0.816,0.5,0.5,0.5,0.5,0.5,0.5
0.572916667,0.5,0.582897294,0.582897294,0.760514,0.841322,0.680713,0.5,0.66,0.678839571,0.724210526,0.8288,0.815,0.5,0.5,0.5,0.5,0.5,0.5
0.57125,0.5,0.581391059,0.581391059,0.760547,0.841355,0.680724333,0.5,0.66,0.678839857,0.725263158,0.8285,0.8146,0.5,0.5,0.5,0.5,0.5,0.5
0.569583333,0.5,0.580775882,0.580775882,0.760499,0.8412215,0.680651,0.5,0.66,0.678844429,0.723157895,0.8279,0.8142,0.5,0.5,0.5,0.5,0.5,0.5
0.56875,0.5,0.580891765,0.580891765,0.760682,0.841445,0.680739333,0.5,0.66,0.678849714,0.723157895,0.8273,0.8136,0.5,0.5,0.5,0.5,0.5,0.5
0.567083333,0.5,0.579124941,0.579124941,0.760648,0.841395,0.680717667,0.5,0.66,0.678847429,0.724210526,0.8267,0.8129,0.5,0.5,0.5,0.5,0.5,0.5
0.565416667,0.5,0.579352235,0.579352235,0.760728,0.8414615,0.680735333,0.5,0.66,0.678855857,0.723157895,0.8258,0.8121,0.5,0.5,0.5,0.5,0.5,0.5
0.56375,0.5,0.578484824,0.578484824,0.760801,0.8415865,0.680794667,0.5,0.66,0.678865286,0.72,0.825,0.8116,0.5,0.5,0.5,0.5,0.5,0.5
0.562083333,0.5,0.577520471,0.577520471,0.760828,0.8415305,0.680748333,0.5,0.66,0.678858,0.718947368,0.8247,0.8114,0.5,0.5,0.5,0.5,0.5,0.5
0.560833333,0.5,0.576401765,0.576401765,0.760787,0.84159,0.680801667,0.5,0.66,0.678844,0.715789474,0.8244,0.8114,0.5,0.5,0.5,0.5,0.5,0.5
0.559166667,0.5,0.576023176,0.576023176,0.760712,0.8414615,0.680740667,0.5,0.66,0.678842429,0.715789474,0.8229,0.8099,0.5,0.5,0.5,0.5,0.5,0.5
0.557916667,0.5,0.575455059,0.575455059,0.76069,0.841445,0.680736667,0.5,0.66,0.678841,0.713684211,0.8221,0.8093,0.5,0.5,0.5,0.5,0.5,0.5
0.555833333,0.5,0.565919412,0.565919412,0.760585,0.8411885,0.6806,0.5,0.655,0.673700857,0.711578947,0.8215,0.8089,0.5,0.5,0.5,0.5,0.5,0.5
0.554583333,0.5,0.564720235,0.564720235,0.7606,0.841105,0.680539333,0.5,0.655,0.673700714,0.712631579,0.8208,0.8081,0.5,0.5,0.5,0.5,0.5,0.5
0.552916667,0.5,0.564224706,0.564224706,0.760553,0.841084,0.680541,0.5,0.655,0.673703143,0.711578947,0.8203,0.8077,0.5,0.5,0.5,0.5,0.5,0.5
0.55125,0.5,0.563654353,0.563654353,0.760588,0.841122,0.680555,0.5,0.66,0.678845714,0.708421053,0.8193,0.807,0.5,0.5,0.5,0.5,0.5,0.5
0.549583333,0.5,0.563099647,0.563099647,0.760568,0.8411385,0.680573,0.5,0.66,0.678849286,0.707368421,0.819,0.8068,0.5,0.5,0.5,0.5,0.5,0.5
0.548333333,0.5,0.562738353,0.562738353,0.760575,0.841165,0.680587667,0.5,0.66,0.678855143,0.701052632,0.818,0.8064,0.5,0.5,0.5,0.5,0.5,0.5
0.54625,0.5,0.561705059,0.561705059,0.760589,0.841192,0.680601333,0.5,0.66,0.678854429,0.7,0.8178,0.8063,0.5,0.5,0.5,0.5,0.5,0.5
0.544583333,0.5,0.561662588,0.561662588,0.760545,0.8410725,0.680536,0.5,0.66,0.678846,0.697894737,0.8166,0.8053,0.5,0.5,0.5,0.5,0.5,0.5
0.542916667,0.5,0.560279059,0.560279059,0.76053,0.841131,0.68058,0.5,0.66,0.678838,0.697894737,0.8164,0.8051,0.5,0.5,0.5,0.5,0.5,0.5
0.54125,0.5,0.559270706,0.559270706,0.760468,0.841103,0.680581667,0.5,0.66,0.678841286,0.695789474,0.8155,0.8044,0.5,0.5,0.5,0.5,0.5,0.5
0.54,0.5,0.549906941,0.549906941,0.760446,0.8409925,0.680515,0.5,0.655,0.673700857,0.693684211,0.8155,0.8046,0.5,0.5,0.5,0.5,0.5,0.5
0.537916667,0.5,0.548776471,0.548776471,0.76042,0.840878,0.680447333,0.5,0.655,0.673702429,0.691578947,0.814,0.8033,0.5,0.5,0.5,0.5,0.5,0.5
0.536666667,0.5,0.548548471,0.548548471,0.760382,0.840825,0.680424667,0.5,0.655,0.673703143,0.689473684,0.8133,0.8028,0.5,0.5,0.5,0.5,0.5,0.5
0.534583333,0.5,0.547448824,0.547448824,0.760414,0.8408505,0.680431,0.5,0.655,0.6737,0.690526316,0.813,0.8024,0.5,0.5,0.5,0.5,0.5,0.5
0.533333333,0.5,0.546503529,0.546503529,0.760397,0.840856,0.680440667,0.5,0.655,0.673703286,0.687368421,0.8118,0.8015,0.5,0.5,0.5,0.5,0.5,0.5
0.531666667,0.5,0.546472588,0.546472588,0.760475,0.84098,0.680497333,0.5,0.66,0.678847143,0.686315789,0.8109,0.8007,0.5,0.5,0.5,0.5,0.5,0.5
0.529166667,0.5,0.546394706,0.546394706,0.760444,0.841014,0.680530333,0.5,0.66,0.678848857,0.681052632,0.8102,0.8005,0.5,0.5,0.5,0.5,0.5,0.5
0.527916667,0.5,0.545235412,0.545235412,0.760496,0.8410875,0.680562333,0.5,0.66,0.678840857,0.68,0.8099,0.8003,0.5,0.5,0.5,0.5,0.5,0.5
0.52625,0.5,0.535331647,0.535331647,0.760572,0.8411925,0.680607333,0.5,0.655,0.673696,0.678947368,0.8088,0.7993,0.5,0.5,0.5,0.5,0.5,0.5
0.524166667,0.5,0.534712941,0.534712941,0.760544,0.841224,0.680637333,0.5,0.655,0.673698714,0.674736842,0.8082,0.7991,0.5,0.5,0.5,0.5,0.5,0.5
0.5225,0.5,0.533580588,0.533580588,0.760546,0.841234,0.680643333,0.5,0.655,0.673703143,0.672631579,0.8075,0.7986,0.5,0.5,0.5,0.5,0.5,0.5
0.520416667,0.5,0.532845882,0.532845882,0.76045,0.840932,0.680473667,0.5,0.655,0.673706286,0.669473684,0.8061,0.7975,0.5,0.5,0.5,0.5,0.5,0.5
0.51875,0.5,0.532397529,0.532397529,0.760398,0.840774,0.680385333,0.5,0.655,0.673703429,0.668421053,0.8046,0.7961,0.5,0.5,0.5,0.5,0.5,0.5
0.516666667,0.5,0.533026471,0.533026471,0.760362,0.840692,0.680342667,0.5,0.66,0.678843,0.664210526,0.804,0.7959,0.5,0.5,0.5,0.5,0.5,0.5
0.515,0.5,0.530871765,0.530871765,0.760356,0.840594,0.680279333,0.5,0.66,0.678830714,0.664210526,0.8034,0.7953,0.5,0.5,0.5,0.5,0.5,0.5
0.512916667,0.5,0.530219059,0.530219059,0.760299,0.840589,0.680295,0.5,0.66,0.678842143,0.66,0.8025,0.7948,0.5,0.5,0.5,0.5,0.5,0.5
0.51125,0.5,0.520929882,0.520929882,0.76033,0.840638,0.680317,0.5,0.655,0.673697,0.656842105,0.8012,0.7938,0.5,0.5,0.5,0.5,0.5,0.5
0.509166667,0.5,0.519866824,0.519866824,0.760487,0.8407485,0.680338667,0.5,0.655,0.673691714,0.654736842,0.8,0.7928,0.5,0.5,0.5,0.5,0.5,0.5
0.5075,0.5,0.518537882,0.518537882,0.760364,0.8406835,0.680336,0.5,0.655,0.673685857,0.653684211,0.7997,0.7926,0.5,0.5,0.5,0.5,0.5,0.5
0.505416667,0.5,0.517431412,0.517431412,0.76032,0.8406985,0.680360333,0.5,0.655,0.673686571,0.648421053,0.798,0.7914,0.5,0.5,0.5,0.5,0.5,0.5
0.503333333,0.5,0.517149059,0.517149059,0.760327,0.840596,0.680289667,0.5,0.655,0.673687286,0.647368421,0.7974,0.7909,0.5,0.5,0.5,0.5,0.5,0.5
0.50125,0.5,0.515750588,0.515750588,0.760253,0.8404225,0.680198333,0.5,0.655,0.673690429,0.644210526,0.796,0.7898,0.5,0.5,0.5,0.5,0.5,0.5
0.499583333,0.5,0.515557529,0.515557529,0.760329,0.840677,0.680343333,0.5,0.66,0.678830714,0.642105263,0.7955,0.7895,0.5,0.5,0.5,0.5,0.5,0.5
0.4975,0.5,0.514472353,0.514472353,0.760468,0.840844,0.680409,0.5,0.66,0.678843571,0.638947368,0.7944,0.7887,0.5,0.5,0.5,0.5,0.5,0.5
0.495,0.5,0.504245176,0.504245176,0.760549,0.840971,0.680467,0.5,0.655,0.673701,0.638947368,0.7935,0.7878,0.5,0.5,0.5,0.5,0.5,0.5
0.493333333,0.5,0.503290118,0.503290118,0.760542,0.840995,0.680485333,0.5,0.655,0.673702286,0.635789474,0.7925,0.7871,0.5,0.5,0.5,0.5,0.5,0.5
0.49125,0.5,0.501889529,0.501889529,0.76066,0.841148,0.680548333,0.5,0.655,0.673703,0.633684211,0.7917,0.7865,0.5,0.5,0.5,0.5,0.5,0.5
0.489166667,0.5,0.500200941,0.500200941,0.760659,0.8411785,0.680569333,0.5,0.655,0.673695,0.632631579,0.7903,0.7852,0.5,0.5,0.5,0.5,0.5,0.5
0.486666667,0.5,0.498782118,0.498782118,0.76062,0.8412555,0.680633667,0.5,0.655,0.673696714,0.631578947,0.7899,0.7849,0.5,0.5,0.5,0.5,0.5,0.5
0.485,0.5,0.498745412,0.498745412,0.760556,0.841288,0.680676333,0.5,0.655,0.673699286,0.626315789,0.7883,0.7838,0.5,0.5,0.5,0.5,0.5,0.5
0.4825,0.5,0.498142824,0.498142824,0.760586,0.8412505,0.680641667,0.5,0.66,0.678845286,0.625263158,0.7873,0.7829,0.5,0.5,0.5,0.5,0.5,0.5
0.480416667,0.5,0.49675,0.49675,0.760531,0.8411445,0.680588667,0.5,0.66,0.678847857,0.622105263,0.7856,0.7815,0.5,0.5,0.5,0.5,0.5,0.5
0.477916667,0.5,0.488474,0.488474,0.760599,0.8412755,0.680653667,0.5,0.655,0.673705286,0.618947368,0.7838,0.78,0.5,0.5,0.5,0.5,0.5,0.5
0.475833333,0.5,0.486289529,0.486289529,0.760683,0.841313,0.680650667,0.5,0.655,0.673707429,0.615789474,0.7833,0.7798,0.5,0.5,0.5,0.5,0.5,0.5
0.47375,0.5,0.485943765,0.485943765,0.760632,0.8413345,0.680682,0.5,0.655,0.673700857,0.612631579,0.7815,0.7783,0.5,0.5,0.5,0.5,0.5,0.5
0.47125,0.5,0.484738118,0.484738118,0.760676,0.8414045,0.680714333,0.5,0.655,0.673701429,0.607368421,0.78,0.7773,0.5,0.5,0.5,0.5,0.5,0.5
0.469166667,0.5,0.482938118,0.482938118,0.760692,0.841433,0.680728,0.5,0.655,0.673708143,0.610526316,0.7798,0.7768,0.5,0.5,0.5,0.5,0.5,0.5
0.466666667,0.5,0.483300824,0.483300824,0.760672,0.841526,0.680796667,0.5,0.66,0.678844286,0.605263158,0.7777,0.7752,0.5,0.5,0.5,0.5,0.5,0.5
0.464583333,0.5,0.473981176,0.473981176,0.760636,0.8415115,0.680799,0.5,0.655,0.673698429,0.602105263,0.7761,0.7739,0.5,0.5,0.5,0.5,0.5,0.5
0.462083333,0.5,0.472446118,0.472446118,0.76054,0.8413145,0.680699,0.5,0.655,0.673698857,0.601052632,0.7752,0.7731,0.5,0.5,0.5,0.5,0.5,0.5
0.459583333,0.5,0.471642118,0.471642118,0.760615,0.841439,0.680757333,0.5,0.655,0.673695,0.601052632,0.774,0.7719,0.5,0.5,0.5,0.5,0.5,0.5
0.457083333,0.5,0.471044,0.471044,0.760584,0.8414105,0.680748667,0.5,0.655,0.673697,0.597894737,0.7722,0.7704,0.5,0.5,0.5,0.5,0.5,0.5
0.455,0.5,0.469992471,0.469992471,0.760644,0.841501,0.680789333,0.5,0.655,0.673698,0.595789474,0.7706,0.769,0.5,0.5,0.5,0.5,0.5,0.5
0.4525,0.5,0.461662353,0.461662353,0.760669,0.841533,0.680802333,0.5,0.655,0.673700143,0.595789474,0.7696,0.768,0.5,0.5,0.5,0.5,0.5,0.5
0.45,0.5,0.460288118,0.460288118,0.760662,0.8415685,0.680828333,0.5,0.655,0.673701571,0.591578947,0.7679,0.7667,0.5,0.5,0.5,0.5,0.5,0.5
0.4475,0.5,0.459598588,0.459598588,0.760665,0.841639,0.680874667,0.5,0.655,0.673705,0.588421053,0.7668,0.7659,0.5,0.5,0.5,0.5,0.5,0.5
0.445,0.5,0.458618353,0.458618353,0.760732,0.8416995,0.680892667,0.5,0.655,0.673699429,0.587368421,0.7653,0.7645,0.5,0.5,0.5,0.5,0.5,0.5
0.4425,0.5,0.457168706,0.457168706,0.760776,0.841735,0.680902,0.5,0.655,0.673699,0.582105263,0.7637,0.7634,0.5,0.5,0.5,0.5,0.5,0.5
0.44,0.5,0.448283765,0.448283765,0.760684,0.841634,0.680865,0.5,0.65,0.668552714,0.581052632,0.7616,0.7614,0.5,0.5,0.5,0.5,0.5,0.5
0.4375,0.5,0.448133294,0.448133294,0.760673,0.8416325,0.680867667,0.5,0.655,0.673698571,0.583157895,0.7604,0.76,0.5,0.5,0.5,0.5,0.5,0.5
0.435,0.5,0.447821765,0.447821765,0.760678,0.8415155,0.680788333,0.5,0.655,0.673699857,0.577894737,0.7588,0.7589,0.5,0.5,0.5,0.5,0.5,0.5
0.4325,0.5,0.447206824,0.447206824,0.760764,0.841611,0.680823667,0.5,0.655,0.673703143,0.576842105,0.7569,0.7571,0.5,0.5,0.5,0.5,0.5,0.5
0.43,0.5,0.445390235,0.445390235,0.760755,0.8415335,0.680774667,0.5,0.655,0.673703286,0.573684211,0.7556,0.7561,0.5,0.5,0.5,0.5,0.5,0.5
0.4275,0.5,0.436875059,0.436875059,0.760829,0.841652,0.680829,0.5,0.65,0.668555714,0.569473684,0.7535,0.7544,0.5,0.5,0.5,0.5,0.5,0.5
0.424583333,0.5,0.435928471,0.435928471,0.760825,0.8415745,0.680778667,0.5,0.65,0.668559571,0.569473684,0.7526,0.7535,0.5,0.5,0.5,0.5,0.5,0.5
0.422083333,0.5,0.434546706,0.434546706,0.760863,0.8416075,0.680788333,0.5,0.65,0.668556143,0.566315789,0.7509,0.7521,0.5,0.5,0.5,0.5,0.5,0.5
0.419583333,0.5,0.434397412,0.434397412,0.760804,0.841569,0.680782,0.5,0.655,0.673700571,0.563157895,0.749,0.7505,0.5,0.5,0.5,0.5,0.5,0.5
0.417083333,0.5,0.425259765,0.425259765,0.760819,0.841629,0.680817,0.5,0.65,0.668559429,0.563157895,0.7474,0.7489,0.5,0.5,0.5,0.5,0.5,0.5
0.414166667,0.5,0.423854118,0.423854118,0.760828,0.841644,0.680824,0.5,0.65,0.668559143,0.562105263,0.7457,0.7473,0.5,0.5,0.5,0.5,0.5,0.5
0.411666667,0.5,0.422822706,0.422822706,0.760838,0.841631,0.680811667,0.5,0.65,0.668560571,0.557894737,0.744,0.746,0.5,0.5,0.5,0.5,0.5,0.5
0.40875,0.5,0.422476471,0.422476471,0.760865,0.841638,0.680807667,0.5,0.65,0.668559571,0.553684211,0.7418,0.7442,0.5,0.5,0.5,0.5,0.5,0.5
0.40625,0.5,0.420582824,0.420582824,0.760871,0.841634,0.680803,0.5,0.65,0.668561857,0.554736842,0.7405,0.7428,0.5,0.5,0.5,0.5,0.5,0.5
0.40375,0.5,0.419018235,0.419018235,0.760898,0.8417135,0.680847,0.5,0.65,0.668562857,0.552631579,0.7385,0.741,0.5,0.5,0.5,0.5,0.5,0.5
0.400833333,0.5,0.410151765,0.410151765,0.760918,0.841782,0.680886333,0.5,0.645,0.663431143,0.551578947,0.7367,0.7393,0.5,0.5,0.5,0.5,0.5,0.5
0.39875,0.5,0.409701529,0.409701529,0.760937,0.8418735,0.680941333,0.5,0.645,0.663434429,0.549473684,0.7354,0.7382,0.5,0.5,0.5,0.5,0.5,0.5
0.395416667,0.5,0.408473059,0.408473059,0.760954,0.8418435,0.680915667,0.5,0.645,0.663418857,0.543157895,0.7327,0.7361,0.5,0.5,0.5,0.5,0.5,0.5
0.392916667,0.5,0.406097882,0.406097882,0.760955,0.841877,0.680937667,0.5,0.645,0.663419143,0.542105263,0.7313,0.7348,0.5,0.5,0.5,0.5,0.5,0.5
0.390416667,0.5,0.405136588,0.405136588,0.76077,0.8417225,0.680895333,0.5,0.645,0.663418714,0.538947368,0.7284,0.7322,0.5,0.5,0.5,0.5,0.5,0.5
0.3875,0.5,0.396582471,0.396582471,0.76082,0.841671,0.680845,0.5,0.64,0.658280143,0.537894737,0.7267,0.7306,0.5,0.5,0.5,0.5,0.5,0.5
0.384583333,0.5,0.396501176,0.396501176,0.760761,0.8415575,0.680788333,0.5,0.645,0.663422429,0.533684211,0.724,0.7283,0.5,0.5,0.5,0.5,0.5,0.5
0.382083333,0.5,0.395620235,0.395620235,0.760754,0.8414685,0.680731333,0.5,0.645,0.663425571,0.530526316,0.7222,0.7268,0.5,0.5,0.5,0.5,0.5,0.5
0.379166667,0.5,0.393778706,0.393778706,0.760751,0.841427,0.680704667,0.5,0.645,0.663426143,0.527368421,0.7193,0.7242,0.5,0.5,0.5,0.5,0.5,0.5
0.37625,0.5,0.385664588,0.385664588,0.760733,0.8413945,0.680689333,0.5,0.64,0.658282286,0.526315789,0.7173,0.7223,0.5,0.5,0.5,0.5,0.5,0.5
0.373333333,0.5,0.383308471,0.383308471,0.760752,0.841494,0.680749,0.5,0.64,0.658286857,0.521052632,0.7152,0.7207,0.5,0.5,0.5,0.5,0.5,0.5
0.370416667,0.5,0.381386471,0.381386471,0.760753,0.841465,0.680729333,0.5,0.635,0.653141286,0.516842105,0.7111,0.717,0.5,0.5,0.5,0.5,0.5,0.5
0.3675,0.5,0.381777882,0.381777882,0.760743,0.841441,0.680716667,0.5,0.64,0.658277143,0.513684211,0.7089,0.7151,0.5,0.5,0.5,0.5,0.5,0.5
